model_tag,model,item_id,condition,prompt,margin,pass_margin_gt_0,pass_margin_gt_1
phi2,Phi-2,agr_0121,SS,The manager of the company in question,7.123187065124512,True,True
phi2,Phi-2,agr_0121,SP,The manager of the companies in question,1.5871343612670898,True,True
phi2,Phi-2,agr_0121,PS,The managers of the company in question,5.044093132019043,True,True
phi2,Phi-2,agr_0121,PP,The managers of the companies in question,7.142714500427246,True,True
phi2,Phi-2,agr_0122,SS,The consultant of the sector in question,4.86273193359375,True,True
phi2,Phi-2,agr_0122,SP,The consultant of the sectors in question,1.9054994583129885,True,True
phi2,Phi-2,agr_0122,PS,The consultants of the sector in question,5.021289825439453,True,True
phi2,Phi-2,agr_0122,PP,The consultants of the sectors in question,6.225468635559082,True,True
phi2,Phi-2,agr_0123,SS,The professor of the firm in question,5.990480422973633,True,True
phi2,Phi-2,agr_0123,SP,The professor of the firms in question,2.0803956985473637,True,True
phi2,Phi-2,agr_0123,PS,The professors of the firm in question,4.805159568786621,True,True
phi2,Phi-2,agr_0123,PP,The professors of the firms in question,6.260002136230469,True,True
phi2,Phi-2,agr_0124,SS,The consultant of the foundation in question,5.685087203979492,True,True
phi2,Phi-2,agr_0124,SP,The consultant of the foundations in question,2.218660354614258,True,True
phi2,Phi-2,agr_0124,PS,The consultants of the foundation in question,4.781064987182617,True,True
phi2,Phi-2,agr_0124,PP,The consultants of the foundations in question,6.512795448303223,True,True
phi2,Phi-2,agr_0125,SS,The instructor of the forum in question,7.503633499145508,True,True
phi2,Phi-2,agr_0125,SP,The instructor of the forums in question,3.825615882873535,True,True
phi2,Phi-2,agr_0125,PS,The instructors of the forum in question,5.688075065612793,True,True
phi2,Phi-2,agr_0125,PP,The instructors of the forums in question,6.870952606201172,True,True
phi2,Phi-2,agr_0126,SS,The trainer of the centre in question,6.908866882324219,True,True
phi2,Phi-2,agr_0126,SP,The trainer of the centres in question,1.801634788513184,True,True
phi2,Phi-2,agr_0126,PS,The trainers of the centre in question,5.449916839599609,True,True
phi2,Phi-2,agr_0126,PP,The trainers of the centres in question,7.151180267333984,True,True
phi2,Phi-2,agr_0127,SS,The employee of the committee in question,5.109889030456543,True,True
phi2,Phi-2,agr_0127,SP,The employee of the committees in question,0.3996467590332031,True,False
phi2,Phi-2,agr_0127,PS,The employees of the committee in question,6.067058563232422,True,True
phi2,Phi-2,agr_0127,PP,The employees of the committees in question,7.335543632507324,True,True
phi2,Phi-2,agr_0128,SS,The painter of the program in question,6.370189666748047,True,True
phi2,Phi-2,agr_0128,SP,The painter of the programs in question,2.660715103149414,True,True
phi2,Phi-2,agr_0128,PS,The painters of the program in question,5.657532691955566,True,True
phi2,Phi-2,agr_0128,PP,The painters of the programs in question,6.591128349304199,True,True
phi2,Phi-2,agr_0129,SS,The analyst of the enterprise in question,6.1703033447265625,True,True
phi2,Phi-2,agr_0129,SP,The analyst of the enterprises in question,1.903583526611328,True,True
phi2,Phi-2,agr_0129,PS,The analysts of the enterprise in question,4.983453750610352,True,True
phi2,Phi-2,agr_0129,PP,The analysts of the enterprises in question,6.208650588989258,True,True
phi2,Phi-2,agr_0130,SS,The student of the committee in question,4.899425506591797,True,True
phi2,Phi-2,agr_0130,SP,The student of the committees in question,0.7859001159667969,True,False
phi2,Phi-2,agr_0130,PS,The students of the committee in question,5.482599258422852,True,True
phi2,Phi-2,agr_0130,PP,The students of the committees in question,6.791589736938477,True,True
phi2,Phi-2,agr_0131,SS,The painter of the platform in question,7.129020690917969,True,True
phi2,Phi-2,agr_0131,SP,The painter of the platforms in question,4.464713096618652,True,True
phi2,Phi-2,agr_0131,PS,The painters of the platform in question,5.742217063903809,True,True
phi2,Phi-2,agr_0131,PP,The painters of the platforms in question,6.770974159240723,True,True
phi2,Phi-2,agr_0132,SS,The consultant of the organization in question,5.800958633422852,True,True
phi2,Phi-2,agr_0132,SP,The consultant of the organizations in question,1.529311180114746,True,True
phi2,Phi-2,agr_0132,PS,The consultants of the organization in question,4.569699287414551,True,True
phi2,Phi-2,agr_0132,PP,The consultants of the organizations in question,6.356388092041016,True,True
phi2,Phi-2,agr_0133,SS,The advisor of the alliance in question,6.091402053833008,True,True
phi2,Phi-2,agr_0133,SP,The advisor of the alliances in question,1.7555561065673828,True,True
phi2,Phi-2,agr_0133,PS,The advisors of the alliance in question,3.927390098571777,True,True
phi2,Phi-2,agr_0133,PP,The advisors of the alliances in question,6.076153755187988,True,True
phi2,Phi-2,agr_0134,SS,The author of the college in question,6.159808158874512,True,True
phi2,Phi-2,agr_0134,SP,The author of the colleges in question,1.2203645706176758,True,True
phi2,Phi-2,agr_0134,PS,The authors of the college in question,4.246024131774902,True,True
phi2,Phi-2,agr_0134,PP,The authors of the colleges in question,5.641819953918457,True,True
phi2,Phi-2,agr_0135,SS,The reporter of the club in question,6.160239219665527,True,True
phi2,Phi-2,agr_0135,SP,The reporter of the clubs in question,1.498882293701172,True,True
phi2,Phi-2,agr_0135,PS,The reporters of the club in question,5.309747695922852,True,True
phi2,Phi-2,agr_0135,PP,The reporters of the clubs in question,6.816071510314941,True,True
phi2,Phi-2,agr_0136,SS,The administrator of the agency in question,6.428550720214844,True,True
phi2,Phi-2,agr_0136,SP,The administrator of the agencies in question,1.6864690780639648,True,True
phi2,Phi-2,agr_0136,PS,The administrators of the agency in question,4.358074188232422,True,True
phi2,Phi-2,agr_0136,PP,The administrators of the agencies in question,6.894418716430664,True,True
phi2,Phi-2,agr_0137,SS,The author of the agency in question,4.825080871582031,True,True
phi2,Phi-2,agr_0137,SP,The author of the agencies in question,0.7091331481933594,True,False
phi2,Phi-2,agr_0137,PS,The authors of the agency in question,3.862661361694336,True,True
phi2,Phi-2,agr_0137,PP,The authors of the agencies in question,4.811801910400391,True,True
phi2,Phi-2,agr_0138,SS,The supervisor of the office in question,7.848309516906738,True,True
phi2,Phi-2,agr_0138,SP,The supervisor of the offices in question,3.989981651306152,True,True
phi2,Phi-2,agr_0138,PS,The supervisors of the office in question,4.3836164474487305,True,True
phi2,Phi-2,agr_0138,PP,The supervisors of the offices in question,6.381442070007324,True,True
phi2,Phi-2,agr_0139,SS,The supervisor of the ministry in question,6.139233589172363,True,True
phi2,Phi-2,agr_0139,SP,The supervisor of the ministries in question,1.8819990158081052,True,True
phi2,Phi-2,agr_0139,PS,The supervisors of the ministry in question,4.549408912658691,True,True
phi2,Phi-2,agr_0139,PP,The supervisors of the ministries in question,6.4182634353637695,True,True
phi2,Phi-2,agr_0140,SS,The trainer of the committee in question,6.118599891662598,True,True
phi2,Phi-2,agr_0140,SP,The trainer of the committees in question,2.2088193893432617,True,True
phi2,Phi-2,agr_0140,PS,The trainers of the committee in question,5.743879318237305,True,True
phi2,Phi-2,agr_0140,PP,The trainers of the committees in question,7.085969924926758,True,True
phi2,Phi-2,agr_0141,SS,The scientist of the forum in question,6.617841720581055,True,True
phi2,Phi-2,agr_0141,SP,The scientist of the forums in question,2.8947629928588867,True,True
phi2,Phi-2,agr_0141,PS,The scientists of the forum in question,5.582766532897949,True,True
phi2,Phi-2,agr_0141,PP,The scientists of the forums in question,6.777591705322266,True,True
phi2,Phi-2,agr_0142,SS,The executive of the service in question,5.160941123962402,True,True
phi2,Phi-2,agr_0142,SP,The executive of the services in question,1.907423973083496,True,True
phi2,Phi-2,agr_0142,PS,The executives of the service in question,5.100237846374512,True,True
phi2,Phi-2,agr_0142,PP,The executives of the services in question,6.850180625915527,True,True
phi2,Phi-2,agr_0143,SS,The consultant of the association in question,5.753641128540039,True,True
phi2,Phi-2,agr_0143,SP,The consultant of the associations in question,1.5051956176757812,True,True
phi2,Phi-2,agr_0143,PS,The consultants of the association in question,5.264034271240234,True,True
phi2,Phi-2,agr_0143,PP,The consultants of the associations in question,6.914193153381348,True,True
phi2,Phi-2,agr_0144,SS,The commissioner of the university in question,7.061236381530762,True,True
phi2,Phi-2,agr_0144,SP,The commissioner of the universities in question,2.7000036239624023,True,True
phi2,Phi-2,agr_0144,PS,The commissioners of the university in question,4.826936721801758,True,True
phi2,Phi-2,agr_0144,PP,The commissioners of the universities in question,6.299177169799805,True,True
phi2,Phi-2,agr_0145,SS,The director of the branch in question,6.207972526550293,True,True
phi2,Phi-2,agr_0145,SP,The director of the branches in question,1.7920818328857422,True,True
phi2,Phi-2,agr_0145,PS,The directors of the branch in question,4.79946231842041,True,True
phi2,Phi-2,agr_0145,PP,The directors of the branches in question,6.671597480773926,True,True
phi2,Phi-2,agr_0146,SS,The inspector of the laboratory in question,7.199212074279785,True,True
phi2,Phi-2,agr_0146,SP,The inspector of the laboratories in question,2.990351676940918,True,True
phi2,Phi-2,agr_0146,PS,The inspectors of the laboratory in question,5.42905330657959,True,True
phi2,Phi-2,agr_0146,PP,The inspectors of the laboratories in question,6.6313886642456055,True,True
phi2,Phi-2,agr_0147,SS,The auditor of the program in question,6.084718704223633,True,True
phi2,Phi-2,agr_0147,SP,The auditor of the programs in question,2.231755256652832,True,True
phi2,Phi-2,agr_0147,PS,The auditors of the program in question,5.078912734985352,True,True
phi2,Phi-2,agr_0147,PP,The auditors of the programs in question,6.376527786254883,True,True
phi2,Phi-2,agr_0148,SS,The director of the board in question,6.311975479125977,True,True
phi2,Phi-2,agr_0148,SP,The director of the boards in question,1.6367759704589844,True,True
phi2,Phi-2,agr_0148,PS,The directors of the board in question,4.375718116760254,True,True
phi2,Phi-2,agr_0148,PP,The directors of the boards in question,6.605439186096191,True,True
phi2,Phi-2,agr_0149,SS,The candidate of the consortium in question,5.461696624755859,True,True
phi2,Phi-2,agr_0149,SP,The candidate of the consortiums in question,0.4572162628173828,True,False
phi2,Phi-2,agr_0149,PS,The candidates of the consortium in question,4.80016040802002,True,True
phi2,Phi-2,agr_0149,PP,The candidates of the consortiums in question,6.662306785583496,True,True
phi2,Phi-2,agr_0150,SS,The builder of the team in question,5.644923210144043,True,True
phi2,Phi-2,agr_0150,SP,The builder of the teams in question,1.7930688858032229,True,True
phi2,Phi-2,agr_0150,PS,The builders of the team in question,5.535893440246582,True,True
phi2,Phi-2,agr_0150,PP,The builders of the teams in question,6.568708419799805,True,True
phi2,Phi-2,agr_0151,SS,The engineer of the committee in question,6.162332534790039,True,True
phi2,Phi-2,agr_0151,SP,The engineer of the committees in question,1.9836816787719729,True,True
phi2,Phi-2,agr_0151,PS,The engineers of the committee in question,5.178046226501465,True,True
phi2,Phi-2,agr_0151,PP,The engineers of the committees in question,6.912260055541992,True,True
phi2,Phi-2,agr_0152,SS,The leader of the group in question,8.224327087402344,True,True
phi2,Phi-2,agr_0152,SP,The leader of the groups in question,2.58297061920166,True,True
phi2,Phi-2,agr_0152,PS,The leaders of the group in question,4.645400047302246,True,True
phi2,Phi-2,agr_0152,PP,The leaders of the groups in question,6.607502937316895,True,True
phi2,Phi-2,agr_0153,SS,The trainer of the district in question,6.423254013061523,True,True
phi2,Phi-2,agr_0153,SP,The trainer of the districts in question,2.0006837844848637,True,True
phi2,Phi-2,agr_0153,PS,The trainers of the district in question,5.421935081481934,True,True
phi2,Phi-2,agr_0153,PP,The trainers of the districts in question,6.6612548828125,True,True
phi2,Phi-2,agr_0154,SS,The auditor of the ministry in question,5.505951881408691,True,True
phi2,Phi-2,agr_0154,SP,The auditor of the ministries in question,1.3572454452514648,True,True
phi2,Phi-2,agr_0154,PS,The auditors of the ministry in question,4.856535911560059,True,True
phi2,Phi-2,agr_0154,PP,The auditors of the ministries in question,6.567744255065918,True,True
phi2,Phi-2,agr_0155,SS,The accountant of the program in question,6.351034164428711,True,True
phi2,Phi-2,agr_0155,SP,The accountant of the programs in question,2.342349052429199,True,True
phi2,Phi-2,agr_0155,PS,The accountants of the program in question,5.118556976318359,True,True
phi2,Phi-2,agr_0155,PP,The accountants of the programs in question,6.541528701782227,True,True
phi2,Phi-2,agr_0156,SS,The journalist of the team in question,5.891674041748047,True,True
phi2,Phi-2,agr_0156,SP,The journalist of the teams in question,0.1112804412841796,True,False
phi2,Phi-2,agr_0156,PS,The journalists of the team in question,5.247990608215332,True,True
phi2,Phi-2,agr_0156,PP,The journalists of the teams in question,6.790282249450684,True,True
phi2,Phi-2,agr_0157,SS,The programmer of the system in question,6.900003433227539,True,True
phi2,Phi-2,agr_0157,SP,The programmer of the systems in question,2.7520999908447266,True,True
phi2,Phi-2,agr_0157,PS,The programmers of the system in question,5.715475082397461,True,True
phi2,Phi-2,agr_0157,PP,The programmers of the systems in question,6.982921600341797,True,True
phi2,Phi-2,agr_0158,SS,The manager of the council in question,6.506565093994141,True,True
phi2,Phi-2,agr_0158,SP,The manager of the councils in question,1.317338943481445,True,True
phi2,Phi-2,agr_0158,PS,The managers of the council in question,5.03629207611084,True,True
phi2,Phi-2,agr_0158,PP,The managers of the councils in question,7.150513648986816,True,True
phi2,Phi-2,agr_0159,SS,The auditor of the company in question,6.670184135437012,True,True
phi2,Phi-2,agr_0159,SP,The auditor of the companies in question,1.5847206115722656,True,True
phi2,Phi-2,agr_0159,PS,The auditors of the company in question,5.038727760314941,True,True
phi2,Phi-2,agr_0159,PP,The auditors of the companies in question,6.542431831359863,True,True
phi2,Phi-2,agr_0160,SS,The operator of the program in question,5.316463470458984,True,True
phi2,Phi-2,agr_0160,SP,The operator of the programs in question,1.408675193786621,True,True
phi2,Phi-2,agr_0160,PS,The operators of the program in question,5.333526611328125,True,True
phi2,Phi-2,agr_0160,PP,The operators of the programs in question,7.009913444519043,True,True
phi2,Phi-2,agr_0161,SS,The administrator of the partnership in question,6.904398918151856,True,True
phi2,Phi-2,agr_0161,SP,The administrator of the partnerships in question,2.1873817443847656,True,True
phi2,Phi-2,agr_0161,PS,The administrators of the partnership in question,4.116905212402344,True,True
phi2,Phi-2,agr_0161,PP,The administrators of the partnerships in question,6.920350074768066,True,True
phi2,Phi-2,agr_0162,SS,The instructor of the platform in question,6.055536270141602,True,True
phi2,Phi-2,agr_0162,SP,The instructor of the platforms in question,1.7377433776855469,True,True
phi2,Phi-2,agr_0162,PS,The instructors of the platform in question,5.006476402282715,True,True
phi2,Phi-2,agr_0162,PP,The instructors of the platforms in question,6.95287036895752,True,True
phi2,Phi-2,agr_0163,SS,The member of the laboratory in question,5.057614326477051,True,True
phi2,Phi-2,agr_0163,SP,The member of the laboratories in question,1.2100505828857422,True,True
phi2,Phi-2,agr_0163,PS,The members of the laboratory in question,5.890854835510254,True,True
phi2,Phi-2,agr_0163,PP,The members of the laboratories in question,6.961493492126465,True,True
phi2,Phi-2,agr_0164,SS,The assistant of the institution in question,5.338805198669434,True,True
phi2,Phi-2,agr_0164,SP,The assistant of the institutions in question,1.2992982864379885,True,True
phi2,Phi-2,agr_0164,PS,The assistants of the institution in question,3.9331750869750977,True,True
phi2,Phi-2,agr_0164,PP,The assistants of the institutions in question,6.39508056640625,True,True
phi2,Phi-2,agr_0165,SS,The owner of the firm in question,6.779021263122559,True,True
phi2,Phi-2,agr_0165,SP,The owner of the firms in question,1.5519742965698242,True,True
phi2,Phi-2,agr_0165,PS,The owners of the firm in question,4.655634880065918,True,True
phi2,Phi-2,agr_0165,PP,The owners of the firms in question,6.630912780761719,True,True
phi2,Phi-2,agr_0166,SS,The scientist of the station in question,6.313253402709961,True,True
phi2,Phi-2,agr_0166,SP,The scientist of the stations in question,1.3024158477783203,True,True
phi2,Phi-2,agr_0166,PS,The scientists of the station in question,5.70847225189209,True,True
phi2,Phi-2,agr_0166,PP,The scientists of the stations in question,6.785983085632324,True,True
phi2,Phi-2,agr_0167,SS,The doctor of the enterprise in question,5.368965148925781,True,True
phi2,Phi-2,agr_0167,SP,The doctor of the enterprises in question,1.056375503540039,True,True
phi2,Phi-2,agr_0167,PS,The doctors of the enterprise in question,4.2646684646606445,True,True
phi2,Phi-2,agr_0167,PP,The doctors of the enterprises in question,6.53494930267334,True,True
phi2,Phi-2,agr_0168,SS,The consultant of the platform in question,5.407188415527344,True,True
phi2,Phi-2,agr_0168,SP,The consultant of the platforms in question,1.3631601333618164,True,True
phi2,Phi-2,agr_0168,PS,The consultants of the platform in question,4.8193559646606445,True,True
phi2,Phi-2,agr_0168,PP,The consultants of the platforms in question,6.587763786315918,True,True
phi2,Phi-2,agr_0169,SS,The painter of the laboratory in question,7.292698860168457,True,True
phi2,Phi-2,agr_0169,SP,The painter of the laboratories in question,4.841852188110352,True,True
phi2,Phi-2,agr_0169,PS,The painters of the laboratory in question,5.9837188720703125,True,True
phi2,Phi-2,agr_0169,PP,The painters of the laboratories in question,6.8721418380737305,True,True
phi2,Phi-2,agr_0170,SS,The supervisor of the bureau in question,6.988140106201172,True,True
phi2,Phi-2,agr_0170,SP,The supervisor of the bureaus in question,1.8731536865234373,True,True
phi2,Phi-2,agr_0170,PS,The supervisors of the bureau in question,5.001274108886719,True,True
phi2,Phi-2,agr_0170,PP,The supervisors of the bureaus in question,6.406400680541992,True,True
phi2,Phi-2,agr_0171,SS,The doctor of the college in question,5.957584381103516,True,True
phi2,Phi-2,agr_0171,SP,The doctor of the colleges in question,0.8045377731323242,True,False
phi2,Phi-2,agr_0171,PS,The doctors of the college in question,4.698385238647461,True,True
phi2,Phi-2,agr_0171,PP,The doctors of the colleges in question,6.933445930480957,True,True
phi2,Phi-2,agr_0172,SS,The technician of the forum in question,6.544721603393555,True,True
phi2,Phi-2,agr_0172,SP,The technician of the forums in question,3.4194297790527344,True,True
phi2,Phi-2,agr_0172,PS,The technicians of the forum in question,6.082216262817383,True,True
phi2,Phi-2,agr_0172,PP,The technicians of the forums in question,6.784521102905273,True,True
phi2,Phi-2,agr_0173,SS,The candidate of the network in question,4.882776260375977,True,True
phi2,Phi-2,agr_0173,SP,The candidate of the networks in question,0.4762706756591797,True,False
phi2,Phi-2,agr_0173,PS,The candidates of the network in question,4.1602783203125,True,True
phi2,Phi-2,agr_0173,PP,The candidates of the networks in question,6.3501081466674805,True,True
phi2,Phi-2,agr_0174,SS,The lecturer of the station in question,5.92197322845459,True,True
phi2,Phi-2,agr_0174,SP,The lecturer of the stations in question,1.6250648498535156,True,True
phi2,Phi-2,agr_0174,PS,The lecturers of the station in question,5.03141975402832,True,True
phi2,Phi-2,agr_0174,PP,The lecturers of the stations in question,6.766837120056152,True,True
phi2,Phi-2,agr_0175,SS,The driver of the division in question,6.545245170593262,True,True
phi2,Phi-2,agr_0175,SP,The driver of the divisions in question,2.022418975830078,True,True
phi2,Phi-2,agr_0175,PS,The drivers of the division in question,4.936379432678223,True,True
phi2,Phi-2,agr_0175,PP,The drivers of the divisions in question,6.427732467651367,True,True
phi2,Phi-2,agr_0176,SS,The evaluator of the division in question,5.699478149414063,True,True
phi2,Phi-2,agr_0176,SP,The evaluator of the divisions in question,2.5101518630981445,True,True
phi2,Phi-2,agr_0176,PS,The evaluators of the division in question,4.922142028808594,True,True
phi2,Phi-2,agr_0176,PP,The evaluators of the divisions in question,6.319839477539063,True,True
phi2,Phi-2,agr_0177,SS,The trainer of the coalition in question,6.2336015701293945,True,True
phi2,Phi-2,agr_0177,SP,The trainer of the coalitions in question,1.9905986785888672,True,True
phi2,Phi-2,agr_0177,PS,The trainers of the coalition in question,5.554420471191406,True,True
phi2,Phi-2,agr_0177,PP,The trainers of the coalitions in question,6.988154411315918,True,True
phi2,Phi-2,agr_0178,SS,The lawyer of the college in question,6.28984260559082,True,True
phi2,Phi-2,agr_0178,SP,The lawyer of the colleges in question,1.5639867782592771,True,True
phi2,Phi-2,agr_0178,PS,The lawyers of the college in question,5.194974899291992,True,True
phi2,Phi-2,agr_0178,PP,The lawyers of the colleges in question,7.071710586547852,True,True
phi2,Phi-2,agr_0179,SS,The leader of the school in question,8.087891578674316,True,True
phi2,Phi-2,agr_0179,SP,The leader of the schools in question,4.206278800964356,True,True
phi2,Phi-2,agr_0179,PS,The leaders of the school in question,4.845926284790039,True,True
phi2,Phi-2,agr_0179,PP,The leaders of the schools in question,6.8023786544799805,True,True
phi2,Phi-2,agr_0180,SS,The teacher of the sector in question,5.744452476501465,True,True
phi2,Phi-2,agr_0180,SP,The teacher of the sectors in question,2.2613391876220703,True,True
phi2,Phi-2,agr_0180,PS,The teachers of the sector in question,5.485163688659668,True,True
phi2,Phi-2,agr_0180,PP,The teachers of the sectors in question,7.113141059875488,True,True
phi2,Phi-2,agr_0181,SS,The evaluator of the institute in question,5.978302001953125,True,True
phi2,Phi-2,agr_0181,SP,The evaluator of the institutes in question,1.5571966171264648,True,True
phi2,Phi-2,agr_0181,PS,The evaluators of the institute in question,5.192939758300781,True,True
phi2,Phi-2,agr_0181,PP,The evaluators of the institutes in question,6.653234481811523,True,True
phi2,Phi-2,agr_0182,SS,The representative of the institution in question,6.1771650314331055,True,True
phi2,Phi-2,agr_0182,SP,The representative of the institutions in question,2.2429027557373047,True,True
phi2,Phi-2,agr_0182,PS,The representatives of the institution in question,4.414961814880371,True,True
phi2,Phi-2,agr_0182,PP,The representatives of the institutions in question,6.943851470947266,True,True
phi2,Phi-2,agr_0183,SS,The lawyer of the office in question,6.221686363220215,True,True
phi2,Phi-2,agr_0183,SP,The lawyer of the offices in question,2.433368682861328,True,True
phi2,Phi-2,agr_0183,PS,The lawyers of the office in question,5.129619598388672,True,True
phi2,Phi-2,agr_0183,PP,The lawyers of the offices in question,6.595532417297363,True,True
phi2,Phi-2,agr_0184,SS,The painter of the branch in question,7.598969459533691,True,True
phi2,Phi-2,agr_0184,SP,The painter of the branches in question,5.475433349609375,True,True
phi2,Phi-2,agr_0184,PS,The painters of the branch in question,5.291418075561523,True,True
phi2,Phi-2,agr_0184,PP,The painters of the branches in question,5.499661445617676,True,True
phi2,Phi-2,agr_0185,SS,The lawyer of the association in question,5.93303108215332,True,True
phi2,Phi-2,agr_0185,SP,The lawyer of the associations in question,1.707937240600586,True,True
phi2,Phi-2,agr_0185,PS,The lawyers of the association in question,5.348849296569824,True,True
phi2,Phi-2,agr_0185,PP,The lawyers of the associations in question,7.208036422729492,True,True
phi2,Phi-2,agr_0186,SS,The builder of the institution in question,6.146947860717773,True,True
phi2,Phi-2,agr_0186,SP,The builder of the institutions in question,2.5748414993286133,True,True
phi2,Phi-2,agr_0186,PS,The builders of the institution in question,5.06982421875,True,True
phi2,Phi-2,agr_0186,PP,The builders of the institutions in question,7.161015510559082,True,True
phi2,Phi-2,agr_0187,SS,The painter of the institution in question,5.813867568969727,True,True
phi2,Phi-2,agr_0187,SP,The painter of the institutions in question,2.046577453613281,True,True
phi2,Phi-2,agr_0187,PS,The painters of the institution in question,4.867064476013184,True,True
phi2,Phi-2,agr_0187,PP,The painters of the institutions in question,6.669358253479004,True,True
phi2,Phi-2,agr_0188,SS,The executive of the network in question,5.397540092468262,True,True
phi2,Phi-2,agr_0188,SP,The executive of the networks in question,0.9054574966430664,True,False
phi2,Phi-2,agr_0188,PS,The executives of the network in question,5.510141372680664,True,True
phi2,Phi-2,agr_0188,PP,The executives of the networks in question,6.921832084655762,True,True
phi2,Phi-2,agr_0189,SS,The operator of the consortium in question,5.266321182250977,True,True
phi2,Phi-2,agr_0189,SP,The operator of the consortiums in question,1.1209211349487305,True,True
phi2,Phi-2,agr_0189,PS,The operators of the consortium in question,4.347980499267578,True,True
phi2,Phi-2,agr_0189,PP,The operators of the consortiums in question,6.582708358764648,True,True
phi2,Phi-2,agr_0190,SS,The consultant of the corporation in question,6.104656219482422,True,True
phi2,Phi-2,agr_0190,SP,The consultant of the corporations in question,1.364100456237793,True,True
phi2,Phi-2,agr_0190,PS,The consultants of the corporation in question,4.7769775390625,True,True
phi2,Phi-2,agr_0190,PP,The consultants of the corporations in question,6.368832588195801,True,True
phi2,Phi-2,agr_0191,SS,The examiner of the laboratory in question,6.166927337646484,True,True
phi2,Phi-2,agr_0191,SP,The examiner of the laboratories in question,1.6454992294311523,True,True
phi2,Phi-2,agr_0191,PS,The examiners of the laboratory in question,5.383588790893555,True,True
phi2,Phi-2,agr_0191,PP,The examiners of the laboratories in question,6.761296272277832,True,True
phi2,Phi-2,agr_0192,SS,The doctor of the federation in question,6.075335502624512,True,True
phi2,Phi-2,agr_0192,SP,The doctor of the federations in question,1.711669921875,True,True
phi2,Phi-2,agr_0192,PS,The doctors of the federation in question,5.041755676269531,True,True
phi2,Phi-2,agr_0192,PP,The doctors of the federations in question,6.978442192077637,True,True
phi2,Phi-2,agr_0193,SS,The leader of the foundation in question,7.657984733581543,True,True
phi2,Phi-2,agr_0193,SP,The leader of the foundations in question,3.4500513076782227,True,True
phi2,Phi-2,agr_0193,PS,The leaders of the foundation in question,4.698775291442871,True,True
phi2,Phi-2,agr_0193,PP,The leaders of the foundations in question,6.549177169799805,True,True
phi2,Phi-2,agr_0194,SS,The planner of the coalition in question,6.316424369812012,True,True
phi2,Phi-2,agr_0194,SP,The planner of the coalitions in question,1.89509391784668,True,True
phi2,Phi-2,agr_0194,PS,The planners of the coalition in question,5.628058433532715,True,True
phi2,Phi-2,agr_0194,PP,The planners of the coalitions in question,7.126997947692871,True,True
phi2,Phi-2,agr_0195,SS,The examiner of the corporation in question,6.495303153991699,True,True
phi2,Phi-2,agr_0195,SP,The examiner of the corporations in question,2.7215614318847656,True,True
phi2,Phi-2,agr_0195,PS,The examiners of the corporation in question,5.141793251037598,True,True
phi2,Phi-2,agr_0195,PP,The examiners of the corporations in question,6.526960372924805,True,True
phi2,Phi-2,agr_0196,SS,The lecturer of the centre in question,6.308592796325684,True,True
phi2,Phi-2,agr_0196,SP,The lecturer of the centres in question,0.7143020629882812,True,False
phi2,Phi-2,agr_0196,PS,The lecturers of the centre in question,5.288695335388184,True,True
phi2,Phi-2,agr_0196,PP,The lecturers of the centres in question,7.12593936920166,True,True
phi2,Phi-2,agr_0197,SS,The technician of the partnership in question,5.833417892456055,True,True
phi2,Phi-2,agr_0197,SP,The technician of the partnerships in question,1.5670223236083984,True,True
phi2,Phi-2,agr_0197,PS,The technicians of the partnership in question,5.189644813537598,True,True
phi2,Phi-2,agr_0197,PP,The technicians of the partnerships in question,7.008530616760254,True,True
phi2,Phi-2,agr_0198,SS,The instructor of the hospital in question,6.911899566650391,True,True
phi2,Phi-2,agr_0198,SP,The instructor of the hospitals in question,1.7497243881225586,True,True
phi2,Phi-2,agr_0198,PS,The instructors of the hospital in question,5.350732803344727,True,True
phi2,Phi-2,agr_0198,PP,The instructors of the hospitals in question,6.823481559753418,True,True
phi2,Phi-2,agr_0199,SS,The instructor of the federation in question,5.946694374084473,True,True
phi2,Phi-2,agr_0199,SP,The instructor of the federations in question,1.2238645553588867,True,True
phi2,Phi-2,agr_0199,PS,The instructors of the federation in question,4.968896865844727,True,True
phi2,Phi-2,agr_0199,PP,The instructors of the federations in question,6.597352981567383,True,True
phi2,Phi-2,agr_0200,SS,The manager of the sector in question,5.657251358032227,True,True
phi2,Phi-2,agr_0200,SP,The manager of the sectors in question,1.7082481384277344,True,True
phi2,Phi-2,agr_0200,PS,The managers of the sector in question,5.37364673614502,True,True
phi2,Phi-2,agr_0200,PP,The managers of the sectors in question,7.165166854858398,True,True
phi2,Phi-2,agr_0201,SS,The reporter of the laboratory in question,6.235833168029785,True,True
phi2,Phi-2,agr_0201,SP,The reporter of the laboratories in question,1.6746912002563477,True,True
phi2,Phi-2,agr_0201,PS,The reporters of the laboratory in question,5.631402969360352,True,True
phi2,Phi-2,agr_0201,PP,The reporters of the laboratories in question,6.721510887145996,True,True
phi2,Phi-2,agr_0202,SS,The lecturer of the company in question,5.288753509521484,True,True
phi2,Phi-2,agr_0202,SP,The lecturer of the companies in question,0.6121311187744141,True,False
phi2,Phi-2,agr_0202,PS,The lecturers of the company in question,4.754426956176758,True,True
phi2,Phi-2,agr_0202,PP,The lecturers of the companies in question,6.455544471740723,True,True
phi2,Phi-2,agr_0203,SS,The reporter of the alliance in question,7.010750770568848,True,True
