aux_pair,condition,prompt,subject,distractor,subject_num,group_id,anchor_template
be_present,PS,The researchers of the ministry in question,researchers,ministry,pl,agr_0368,of_in_question
be_present,PS,The supervisors of the district in question,supervisors,district,pl,agr_0064,of_in_question
be_present,PP,The candidates of the consortiums in question,candidates,consortiums,pl,agr_0149,of_in_question
be_present,PP,The professors of the panels in question,professors,panels,pl,agr_0250,of_in_question
be_present,PP,The examiners of the facilities in question,examiners,facilities,pl,agr_0242,of_in_question
be_present,PP,The advisors of the firms in question,advisors,firms,pl,agr_0230,of_in_question
be_present,PS,The editors of the station in question,editors,station,pl,agr_0080,of_in_question
be_present,SS,The painter of the platform in question,painter,platform,sg,agr_0131,of_in_question
be_present,PS,The technicians of the platform in question,technicians,platform,pl,agr_0211,of_in_question
be_present,PP,The planners of the ministries in question,planners,ministries,pl,agr_0008,of_in_question
be_present,PP,The operators of the programs in question,operators,programs,pl,agr_0160,of_in_question
be_present,PP,The students of the universities in question,students,universities,pl,agr_0366,of_in_question
be_present,SS,The journalist of the program in question,journalist,program,sg,agr_0017,of_in_question
be_present,SP,The coordinator of the schools in question,coordinator,schools,sg,agr_0207,of_in_question
be_present,SP,The member of the laboratories in question,member,laboratories,sg,agr_0163,of_in_question
be_present,PS,The commissioners of the university in question,commissioners,university,pl,agr_0144,of_in_question
be_present,SP,The auditor of the programs in question,auditor,programs,sg,agr_0147,of_in_question
be_present,SS,The scientist of the college in question,scientist,college,sg,agr_0288,of_in_question
be_present,SS,The inspector of the committee in question,inspector,committee,sg,agr_0392,of_in_question
be_present,PS,The operators of the federation in question,operators,federation,pl,agr_0338,of_in_question
be_present,SS,The director of the consortium in question,director,consortium,sg,agr_0022,of_in_question
be_present,SP,The instructor of the hospitals in question,instructor,hospitals,sg,agr_0198,of_in_question
be_present,PP,The coordinators of the schools in question,coordinators,schools,pl,agr_0207,of_in_question
be_present,PP,The lawyers of the panels in question,lawyers,panels,pl,agr_0321,of_in_question
be_present,PP,The operators of the coalitions in question,operators,coalitions,pl,agr_0354,of_in_question
be_present,SS,The painter of the board in question,painter,board,sg,agr_0259,of_in_question
be_present,PP,The builders of the ministries in question,builders,ministries,pl,agr_0355,of_in_question
be_present,SS,The administrator of the partnership in question,administrator,partnership,sg,agr_0161,of_in_question
be_present,PP,The builders of the organizations in question,builders,organizations,pl,agr_0093,of_in_question
be_present,SS,The programmer of the platform in question,programmer,platform,sg,agr_0003,of_in_question
be_present,SP,The supervisor of the agencies in question,supervisor,agencies,sg,agr_0364,of_in_question
be_present,PP,The employees of the institutions in question,employees,institutions,pl,agr_0257,of_in_question
be_present,SP,The leader of the centres in question,leader,centres,sg,agr_0329,of_in_question
be_present,SS,The driver of the foundation in question,driver,foundation,sg,agr_0390,of_in_question
be_present,SS,The employee of the institution in question,employee,institution,sg,agr_0257,of_in_question
be_present,PP,The authors of the facilities in question,authors,facilities,pl,agr_0010,of_in_question
be_present,SS,The examiner of the laboratory in question,examiner,laboratory,sg,agr_0191,of_in_question
be_present,PP,The consultants of the platforms in question,consultants,platforms,pl,agr_0168,of_in_question
be_present,SS,The director of the organization in question,director,organization,sg,agr_0042,of_in_question
be_present,SS,The author of the network in question,author,network,sg,agr_0260,of_in_question
be_present,PS,The supervisors of the program in question,supervisors,program,pl,agr_0340,of_in_question
be_present,SP,The driver of the platforms in question,driver,platforms,sg,agr_0215,of_in_question
be_present,PS,The painters of the branch in question,painters,branch,pl,agr_0184,of_in_question
be_present,PS,The reporters of the corporation in question,reporters,corporation,pl,agr_0374,of_in_question
be_present,SS,The advisor of the council in question,advisor,council,sg,agr_0013,of_in_question
be_present,PS,The auditors of the program in question,auditors,program,pl,agr_0147,of_in_question
be_present,PS,The reporters of the partnership in question,reporters,partnership,pl,agr_0363,of_in_question
be_present,SS,The builder of the institution in question,builder,institution,sg,agr_0186,of_in_question
be_present,PP,The architects of the ministries in question,architects,ministries,pl,agr_0090,of_in_question
be_present,PP,The engineers of the districts in question,engineers,districts,pl,agr_0299,of_in_question
be_present,SP,The consultant of the regions in question,consultant,regions,sg,agr_0035,of_in_question
be_present,PP,The planners of the forums in question,planners,forums,pl,agr_0255,of_in_question
be_present,SS,The auditor of the branch in question,auditor,branch,sg,agr_0001,of_in_question
be_present,PP,The instructors of the hospitals in question,instructors,hospitals,pl,agr_0198,of_in_question
be_present,PS,The evaluators of the service in question,evaluators,service,pl,agr_0079,of_in_question
be_present,PS,The lecturers of the firm in question,lecturers,firm,pl,agr_0051,of_in_question
be_present,PS,The operators of the company in question,operators,company,pl,agr_0113,of_in_question
be_present,SP,The consultant of the corporations in question,consultant,corporations,sg,agr_0190,of_in_question
be_present,SS,The journalist of the district in question,journalist,district,sg,agr_0272,of_in_question
be_present,PS,The consultants of the sector in question,consultants,sector,pl,agr_0122,of_in_question
be_present,PS,The officers of the centre in question,officers,centre,pl,agr_0308,of_in_question
be_present,SP,The assistant of the universities in question,assistant,universities,sg,agr_0353,of_in_question
be_present,PS,The professors of the program in question,professors,program,pl,agr_0267,of_in_question
be_present,PP,The architects of the committees in question,architects,committees,pl,agr_0116,of_in_question
be_present,SP,The journalist of the teams in question,journalist,teams,sg,agr_0156,of_in_question
be_present,PS,The inspectors of the laboratory in question,inspectors,laboratory,pl,agr_0146,of_in_question
be_present,SS,The assistant of the university in question,assistant,university,sg,agr_0353,of_in_question
be_present,PP,The advisors of the ministries in question,advisors,ministries,pl,agr_0217,of_in_question
be_present,PS,The auditors of the network in question,auditors,network,pl,agr_0271,of_in_question
be_present,PS,The candidates of the consortium in question,candidates,consortium,pl,agr_0149,of_in_question
be_present,PS,The journalists of the company in question,journalists,company,pl,agr_0291,of_in_question
be_present,SS,The programmer of the system in question,programmer,system,sg,agr_0157,of_in_question
be_present,SP,The reporter of the schools in question,reporter,schools,sg,agr_0393,of_in_question
be_present,PP,The officers of the boards in question,officers,boards,pl,agr_0006,of_in_question
be_present,PS,The planners of the alliance in question,planners,alliance,pl,agr_0351,of_in_question
be_present,SP,The analyst of the networks in question,analyst,networks,sg,agr_0205,of_in_question
be_present,SS,The evaluator of the association in question,evaluator,association,sg,agr_0303,of_in_question
be_present,SP,The student of the foundations in question,student,foundations,sg,agr_0112,of_in_question
be_present,PS,The members of the school in question,members,school,pl,agr_0383,of_in_question
be_present,PS,The accountants of the coalition in question,accountants,coalition,pl,agr_0071,of_in_question
be_present,PP,The accountants of the networks in question,accountants,networks,pl,agr_0097,of_in_question
be_present,PP,The doctors of the facilities in question,doctors,facilities,pl,agr_0062,of_in_question
be_present,PS,The drivers of the division in question,drivers,division,pl,agr_0175,of_in_question
be_present,PS,The doctors of the coalition in question,doctors,coalition,pl,agr_0031,of_in_question
be_present,PS,The directors of the consortium in question,directors,consortium,pl,agr_0022,of_in_question
be_present,PS,The instructors of the platform in question,instructors,platform,pl,agr_0162,of_in_question
be_present,PS,The directors of the organization in question,directors,organization,pl,agr_0042,of_in_question
be_present,SP,The scientist of the stations in question,scientist,stations,sg,agr_0166,of_in_question
be_present,PS,The reporters of the facility in question,reporters,facility,pl,agr_0377,of_in_question
be_present,PP,The researchers of the districts in question,researchers,districts,pl,agr_0313,of_in_question
be_present,SP,The editor of the sectors in question,editor,sectors,sg,agr_0336,of_in_question
be_present,SP,The operator of the coalitions in question,operator,coalitions,sg,agr_0354,of_in_question
be_present,SS,The advisor of the firm in question,advisor,firm,sg,agr_0230,of_in_question
be_present,SS,The administrator of the panel in question,administrator,panel,sg,agr_0333,of_in_question
be_present,SP,The manager of the branches in question,manager,branches,sg,agr_0301,of_in_question
be_present,SP,The evaluator of the institutes in question,evaluator,institutes,sg,agr_0181,of_in_question
be_present,SP,The author of the networks in question,author,networks,sg,agr_0260,of_in_question
be_present,SS,The examiner of the corporation in question,examiner,corporation,sg,agr_0195,of_in_question
be_present,PP,The artists of the offices in question,artists,offices,pl,agr_0304,of_in_question
be_present,SP,The worker of the associations in question,worker,associations,sg,agr_0397,of_in_question
be_present,SS,The representative of the department in question,representative,department,sg,agr_0273,of_in_question
be_present,PS,The members of the network in question,members,network,pl,agr_0218,of_in_question
be_present,SS,The scientist of the partnership in question,scientist,partnership,sg,agr_0220,of_in_question
be_present,SP,The engineer of the platforms in question,engineer,platforms,sg,agr_0025,of_in_question
be_present,PP,The evaluators of the centres in question,evaluators,centres,pl,agr_0251,of_in_question
be_present,PS,The planners of the agency in question,planners,agency,pl,agr_0335,of_in_question
be_present,SS,The editor of the association in question,editor,association,sg,agr_0104,of_in_question
be_present,SP,The driver of the partnerships in question,driver,partnerships,sg,agr_0067,of_in_question
be_present,PS,The editors of the system in question,editors,system,pl,agr_0375,of_in_question
be_present,PS,The commissioners of the centre in question,commissioners,centre,pl,agr_0352,of_in_question
be_present,PP,The managers of the boards in question,managers,boards,pl,agr_0317,of_in_question
be_present,PP,The lecturers of the agencies in question,lecturers,agencies,pl,agr_0334,of_in_question
be_present,PP,The assistants of the firms in question,assistants,firms,pl,agr_0239,of_in_question
be_present,SP,The artist of the institutes in question,artist,institutes,sg,agr_0362,of_in_question
be_present,PP,The lecturers of the consortiums in question,lecturers,consortiums,pl,agr_0213,of_in_question
be_present,SP,The member of the schools in question,member,schools,sg,agr_0383,of_in_question
be_present,PS,The engineers of the institute in question,engineers,institute,pl,agr_0037,of_in_question
be_present,SS,The architect of the ministry in question,architect,ministry,sg,agr_0090,of_in_question
be_present,SS,The designer of the forum in question,designer,forum,sg,agr_0330,of_in_question
be_present,SP,The lecturer of the stations in question,lecturer,stations,sg,agr_0174,of_in_question
be_present,SP,The doctor of the stations in question,doctor,stations,sg,agr_0057,of_in_question
be_present,SS,The assistant of the federation in question,assistant,federation,sg,agr_0296,of_in_question
be_present,PP,The candidates of the organizations in question,candidates,organizations,pl,agr_0098,of_in_question
be_present,SS,The artist of the facility in question,artist,facility,sg,agr_0052,of_in_question
be_present,PS,The directors of the network in question,directors,network,pl,agr_0254,of_in_question
be_present,PP,The workers of the services in question,workers,services,pl,agr_0324,of_in_question
be_present,PS,The artists of the coalition in question,artists,coalition,pl,agr_0292,of_in_question
be_present,PS,The workers of the alliance in question,workers,alliance,pl,agr_0204,of_in_question
be_present,PS,The representatives of the club in question,representatives,club,pl,agr_0009,of_in_question
be_present,SS,The driver of the forum in question,driver,forum,sg,agr_0026,of_in_question
be_present,PS,The officers of the school in question,officers,school,pl,agr_0233,of_in_question
be_present,PP,The accountants of the departments in question,accountants,departments,pl,agr_0316,of_in_question
be_present,PP,The members of the networks in question,members,networks,pl,agr_0218,of_in_question
be_present,PP,The consultants of the corporations in question,consultants,corporations,pl,agr_0190,of_in_question
be_present,PS,The auditors of the company in question,auditors,company,pl,agr_0159,of_in_question
be_present,PS,The managers of the sector in question,managers,sector,pl,agr_0200,of_in_question
be_present,SS,The builder of the platform in question,builder,platform,sg,agr_0236,of_in_question
be_present,PS,The engineers of the district in question,engineers,district,pl,agr_0299,of_in_question
be_present,PS,The reporters of the hospital in question,reporters,hospital,pl,agr_0332,of_in_question
be_present,SP,The trainer of the clubs in question,trainer,clubs,sg,agr_0326,of_in_question
be_present,PS,The researchers of the group in question,researchers,group,pl,agr_0048,of_in_question
be_present,PP,The editors of the branches in question,editors,branches,pl,agr_0226,of_in_question
be_present,PS,The lecturers of the district in question,lecturers,district,pl,agr_0295,of_in_question
be_present,PP,The assistants of the committees in question,assistants,committees,pl,agr_0274,of_in_question
be_present,PS,The directors of the centre in question,directors,centre,pl,agr_0372,of_in_question
be_present,SP,The director of the units in question,director,units,sg,agr_0018,of_in_question
be_present,SP,The architect of the committees in question,architect,committees,sg,agr_0116,of_in_question
be_present,SP,The consultant of the foundations in question,consultant,foundations,sg,agr_0124,of_in_question
be_present,SS,The instructor of the hospital in question,instructor,hospital,sg,agr_0198,of_in_question
be_present,SP,The planner of the councils in question,planner,councils,sg,agr_0283,of_in_question
be_present,PP,The programmers of the clubs in question,programmers,clubs,pl,agr_0302,of_in_question
be_present,PS,The builders of the institution in question,builders,institution,pl,agr_0186,of_in_question
be_present,SP,The employee of the agencies in question,employee,agencies,sg,agr_0054,of_in_question
be_present,SP,The operator of the federations in question,operator,federations,sg,agr_0338,of_in_question
be_present,PS,The reporters of the laboratory in question,reporters,laboratory,pl,agr_0201,of_in_question
be_present,PP,The advisors of the forums in question,advisors,forums,pl,agr_0256,of_in_question
be_present,PS,The evaluators of the centre in question,evaluators,centre,pl,agr_0251,of_in_question
be_present,PS,The consultants of the region in question,consultants,region,pl,agr_0035,of_in_question
be_present,PP,The members of the schools in question,members,schools,pl,agr_0383,of_in_question
be_present,PP,The doctors of the boards in question,doctors,boards,pl,agr_0044,of_in_question
be_present,SP,The director of the branches in question,director,branches,sg,agr_0145,of_in_question
be_present,PS,The directors of the unit in question,directors,unit,pl,agr_0018,of_in_question
be_present,SS,The manager of the council in question,manager,council,sg,agr_0158,of_in_question
be_present,SS,The trainer of the coalition in question,trainer,coalition,sg,agr_0177,of_in_question
be_present,SP,The supervisor of the offices in question,supervisor,offices,sg,agr_0138,of_in_question
be_present,PP,The planners of the agencies in question,planners,agencies,pl,agr_0335,of_in_question
be_present,PS,The supervisors of the institution in question,supervisors,institution,pl,agr_0070,of_in_question
be_present,SS,The administrator of the project in question,administrator,project,sg,agr_0059,of_in_question
be_present,PP,The leaders of the groups in question,leaders,groups,pl,agr_0152,of_in_question
be_present,PP,The evaluators of the institutes in question,evaluators,institutes,pl,agr_0181,of_in_question
be_present,SP,The student of the companies in question,student,companies,sg,agr_0045,of_in_question
be_present,PP,The commissioners of the consortiums in question,commissioners,consortiums,pl,agr_0216,of_in_question
be_present,PP,The directors of the centres in question,directors,centres,pl,agr_0372,of_in_question
be_present,PS,The commissioners of the region in question,commissioners,region,pl,agr_0327,of_in_question
be_present,SP,The planner of the coalitions in question,planner,coalitions,sg,agr_0194,of_in_question
be_present,PS,The artists of the institute in question,artists,institute,pl,agr_0362,of_in_question
be_present,PP,The managers of the councils in question,managers,councils,pl,agr_0158,of_in_question
be_present,SS,The advisor of the network in question,advisor,network,sg,agr_0085,of_in_question
be_present,PS,The painters of the institute in question,painters,institute,pl,agr_0378,of_in_question
be_present,SS,The planner of the coalition in question,planner,coalition,sg,agr_0194,of_in_question
be_present,PP,The commissioners of the centres in question,commissioners,centres,pl,agr_0352,of_in_question
be_present,PS,The inspectors of the corporation in question,inspectors,corporation,pl,agr_0314,of_in_question
be_present,SS,The consultant of the foundation in question,consultant,foundation,sg,agr_0124,of_in_question
be_present,PP,The advisors of the councils in question,advisors,councils,pl,agr_0013,of_in_question
be_present,SP,The evaluator of the authorities in question,evaluator,authorities,sg,agr_0092,of_in_question
be_present,PS,The auditors of the alliance in question,auditors,alliance,pl,agr_0305,of_in_question
be_present,SS,The author of the forum in question,author,forum,sg,agr_0219,of_in_question
be_present,PP,The engineers of the committees in question,engineers,committees,pl,agr_0151,of_in_question
be_present,PS,The designers of the university in question,designers,university,pl,agr_0068,of_in_question
be_present,SS,The professor of the division in question,professor,division,sg,agr_0380,of_in_question
be_present,PP,The architects of the divisions in question,architects,divisions,pl,agr_0388,of_in_question
be_present,PP,The inspectors of the committees in question,inspectors,committees,pl,agr_0392,of_in_question
be_present,SS,The builder of the organization in question,builder,organization,sg,agr_0093,of_in_question
be_present,SS,The doctor of the station in question,doctor,station,sg,agr_0057,of_in_question
be_present,PP,The doctors of the enterprises in question,doctors,enterprises,pl,agr_0167,of_in_question
be_present,SS,The advisor of the alliance in question,advisor,alliance,sg,agr_0133,of_in_question
be_present,PP,The authors of the schools in question,authors,schools,pl,agr_0320,of_in_question
be_present,PS,The doctors of the federation in question,doctors,federation,pl,agr_0192,of_in_question
be_present,SP,The director of the boards in question,director,boards,sg,agr_0148,of_in_question
be_present,PS,The supervisors of the agency in question,supervisors,agency,pl,agr_0364,of_in_question
be_present,PP,The inspectors of the laboratories in question,inspectors,laboratories,pl,agr_0146,of_in_question
be_present,SS,The student of the network in question,student,network,sg,agr_0120,of_in_question
be_present,SP,The builder of the schools in question,builder,schools,sg,agr_0344,of_in_question
be_present,PS,The coordinators of the school in question,coordinators,school,pl,agr_0207,of_in_question
be_present,SP,The reporter of the clubs in question,reporter,clubs,sg,agr_0135,of_in_question
be_present,SP,The student of the universities in question,student,universities,sg,agr_0366,of_in_question
be_present,SP,The scientist of the colleges in question,scientist,colleges,sg,agr_0288,of_in_question
be_present,SS,The examiner of the division in question,examiner,division,sg,agr_0038,of_in_question
be_present,PP,The scientists of the divisions in question,scientists,divisions,pl,agr_0258,of_in_question
be_present,SS,The auditor of the district in question,auditor,district,sg,agr_0033,of_in_question
be_present,SS,The assistant of the district in question,assistant,district,sg,agr_0073,of_in_question
be_present,SS,The lecturer of the centre in question,lecturer,centre,sg,agr_0196,of_in_question
be_present,SP,The builder of the platforms in question,builder,platforms,sg,agr_0236,of_in_question
be_present,PS,The inspectors of the project in question,inspectors,project,pl,agr_0028,of_in_question
be_present,PS,The builders of the school in question,builders,school,pl,agr_0344,of_in_question
be_present,SS,The advisor of the service in question,advisor,service,sg,agr_0015,of_in_question
be_present,PP,The students of the federations in question,students,federations,pl,agr_0369,of_in_question
be_present,SP,The auditor of the centres in question,auditor,centres,sg,agr_0240,of_in_question
be_present,PP,The lecturers of the alliances in question,lecturers,alliances,pl,agr_0046,of_in_question
be_present,PS,The journalists of the college in question,journalists,college,pl,agr_0252,of_in_question
be_present,PS,The supervisors of the group in question,supervisors,group,pl,agr_0060,of_in_question
be_present,PS,The coordinators of the college in question,coordinators,college,pl,agr_0386,of_in_question
be_present,SP,The painter of the branches in question,painter,branches,sg,agr_0184,of_in_question
be_present,PP,The reporters of the federations in question,reporters,federations,pl,agr_0345,of_in_question
be_present,PP,The officers of the schools in question,officers,schools,pl,agr_0233,of_in_question
be_present,SP,The editor of the associations in question,editor,associations,sg,agr_0104,of_in_question
be_present,PP,The painters of the institutions in question,painters,institutions,pl,agr_0187,of_in_question
be_present,SP,The technician of the projects in question,technician,projects,sg,agr_0029,of_in_question
be_present,PP,The editors of the sectors in question,editors,sectors,pl,agr_0336,of_in_question
be_present,SS,The inspector of the district in question,inspector,district,sg,agr_0279,of_in_question
be_present,PP,The consultants of the sectors in question,consultants,sectors,pl,agr_0122,of_in_question
be_present,SS,The consultant of the association in question,consultant,association,sg,agr_0143,of_in_question
be_present,PS,The managers of the branch in question,managers,branch,pl,agr_0301,of_in_question
be_present,PS,The consultants of the school in question,consultants,school,pl,agr_0107,of_in_question
be_present,PS,The technicians of the partnership in question,technicians,partnership,pl,agr_0197,of_in_question
be_present,PP,The auditors of the divisions in question,auditors,divisions,pl,agr_0036,of_in_question
be_present,SS,The reporter of the alliance in question,reporter,alliance,sg,agr_0203,of_in_question
be_present,PS,The inspectors of the committee in question,inspectors,committee,pl,agr_0392,of_in_question
be_present,SS,The painter of the firm in question,painter,firm,sg,agr_0350,of_in_question
be_present,SS,The student of the organization in question,student,organization,sg,agr_0014,of_in_question
be_present,PP,The evaluators of the services in question,evaluators,services,pl,agr_0079,of_in_question
be_present,PS,The doctors of the college in question,doctors,college,pl,agr_0171,of_in_question
be_present,PS,The advisors of the firm in question,advisors,firm,pl,agr_0230,of_in_question
be_present,SS,The evaluator of the club in question,evaluator,club,sg,agr_0346,of_in_question
be_present,PP,The editors of the associations in question,editors,associations,pl,agr_0104,of_in_question
be_present,PP,The examiners of the divisions in question,examiners,divisions,pl,agr_0038,of_in_question
be_present,SP,The teacher of the sectors in question,teacher,sectors,sg,agr_0180,of_in_question
be_present,PP,The drivers of the partnerships in question,drivers,partnerships,pl,agr_0067,of_in_question
be_present,SS,The student of the partnership in question,student,partnership,sg,agr_0319,of_in_question
be_present,SS,The teacher of the board in question,teacher,board,sg,agr_0297,of_in_question
be_present,PS,The builders of the laboratory in question,builders,laboratory,pl,agr_0214,of_in_question
be_present,PP,The doctors of the stations in question,doctors,stations,pl,agr_0057,of_in_question
be_present,PS,The artists of the forum in question,artists,forum,pl,agr_0361,of_in_question
be_present,PS,The programmers of the club in question,programmers,club,pl,agr_0302,of_in_question
be_present,SP,The journalist of the agencies in question,journalist,agencies,sg,agr_0066,of_in_question
be_present,PP,The assistants of the branches in question,assistants,branches,pl,agr_0263,of_in_question
be_present,SS,The programmer of the panel in question,programmer,panel,sg,agr_0356,of_in_question
be_present,PP,The leaders of the schools in question,leaders,schools,pl,agr_0179,of_in_question
be_present,SS,The auditor of the ministry in question,auditor,ministry,sg,agr_0154,of_in_question
be_present,SP,The auditor of the divisions in question,auditor,divisions,sg,agr_0036,of_in_question
be_present,PS,The employees of the committee in question,employees,committee,pl,agr_0127,of_in_question
be_present,PS,The doctors of the facility in question,doctors,facility,pl,agr_0062,of_in_question
be_present,SS,The artist of the coalition in question,artist,coalition,sg,agr_0292,of_in_question
be_present,PS,The executives of the network in question,executives,network,pl,agr_0188,of_in_question
be_present,PP,The designers of the coalitions in question,designers,coalitions,pl,agr_0034,of_in_question
be_present,PP,The designers of the units in question,designers,units,pl,agr_0347,of_in_question
be_present,PS,The lecturers of the organization in question,lecturers,organization,pl,agr_0074,of_in_question
be_present,SP,The journalist of the clubs in question,journalist,clubs,sg,agr_0312,of_in_question
be_present,PS,The accountants of the alliance in question,accountants,alliance,pl,agr_0394,of_in_question
be_present,SP,The member of the companies in question,member,companies,sg,agr_0371,of_in_question
be_present,PP,The commissioners of the universities in question,commissioners,universities,pl,agr_0144,of_in_question
be_present,PP,The leaders of the coalitions in question,leaders,coalitions,pl,agr_0024,of_in_question
be_present,SP,The technician of the partnerships in question,technician,partnerships,sg,agr_0197,of_in_question
be_present,SS,The representative of the club in question,representative,club,sg,agr_0009,of_in_question
be_present,PS,The artists of the enterprise in question,artists,enterprise,pl,agr_0212,of_in_question
be_present,PS,The members of the partnership in question,members,partnership,pl,agr_0039,of_in_question
be_present,SS,The doctor of the club in question,doctor,club,sg,agr_0232,of_in_question
be_present,PP,The designers of the forums in question,designers,forums,pl,agr_0330,of_in_question
be_present,PS,The scientists of the sector in question,scientists,sector,pl,agr_0056,of_in_question
be_present,PS,The reporters of the alliance in question,reporters,alliance,pl,agr_0203,of_in_question
be_present,SP,The author of the agencies in question,author,agencies,sg,agr_0137,of_in_question
be_present,PS,The professors of the group in question,professors,group,pl,agr_0348,of_in_question
be_present,SS,The planner of the agency in question,planner,agency,sg,agr_0335,of_in_question
be_present,SP,The reporter of the corporations in question,reporter,corporations,sg,agr_0374,of_in_question
be_present,SS,The consultant of the organization in question,consultant,organization,sg,agr_0132,of_in_question
be_present,PS,The designers of the coalition in question,designers,coalition,pl,agr_0034,of_in_question
be_present,PS,The doctors of the club in question,doctors,club,pl,agr_0232,of_in_question
be_present,PS,The scientists of the forum in question,scientists,forum,pl,agr_0141,of_in_question
be_present,SS,The planner of the alliance in question,planner,alliance,sg,agr_0351,of_in_question
be_present,PP,The doctors of the coalitions in question,doctors,coalitions,pl,agr_0031,of_in_question
be_present,SS,The author of the centre in question,author,centre,sg,agr_0244,of_in_question
be_present,SS,The engineer of the committee in question,engineer,committee,sg,agr_0151,of_in_question
be_present,SP,The lecturer of the universities in question,lecturer,universities,sg,agr_0004,of_in_question
be_present,PP,The members of the partnerships in question,members,partnerships,pl,agr_0039,of_in_question
be_present,PS,The leaders of the foundation in question,leaders,foundation,pl,agr_0193,of_in_question
be_present,PS,The accountants of the firm in question,accountants,firm,pl,agr_0224,of_in_question
be_present,SP,The commissioner of the facilities in question,commissioner,facilities,sg,agr_0385,of_in_question
be_present,SP,The student of the services in question,student,services,sg,agr_0342,of_in_question
be_present,SS,The editor of the system in question,editor,system,sg,agr_0375,of_in_question
be_present,SP,The commissioner of the divisions in question,commissioner,divisions,sg,agr_0117,of_in_question
be_present,PS,The managers of the centre in question,managers,centre,pl,agr_0043,of_in_question
be_present,SP,The lawyer of the regions in question,lawyer,regions,sg,agr_0241,of_in_question
be_present,SP,The student of the committees in question,student,committees,sg,agr_0130,of_in_question
be_present,PP,The lecturers of the firms in question,lecturers,firms,pl,agr_0051,of_in_question
be_present,PP,The directors of the branches in question,directors,branches,pl,agr_0145,of_in_question
be_present,PP,The authors of the forums in question,authors,forums,pl,agr_0219,of_in_question
be_present,SS,The worker of the association in question,worker,association,sg,agr_0397,of_in_question
be_present,SP,The representative of the institutions in question,representative,institutions,sg,agr_0182,of_in_question
be_present,PP,The coordinators of the colleges in question,coordinators,colleges,pl,agr_0386,of_in_question
be_present,PS,The lawyers of the region in question,lawyers,region,pl,agr_0241,of_in_question
be_present,SP,The researcher of the projects in question,researcher,projects,sg,agr_0339,of_in_question
be_present,PP,The builders of the schools in question,builders,schools,pl,agr_0344,of_in_question
be_present,PS,The painters of the program in question,painters,program,pl,agr_0128,of_in_question
be_present,SS,The coordinator of the college in question,coordinator,college,sg,agr_0386,of_in_question
be_present,SS,The analyst of the platform in question,analyst,platform,sg,agr_0341,of_in_question
be_present,PS,The evaluators of the club in question,evaluators,club,pl,agr_0346,of_in_question
be_present,PP,The accountants of the associations in question,accountants,associations,pl,agr_0367,of_in_question
be_present,PS,The workers of the enterprise in question,workers,enterprise,pl,agr_0268,of_in_question
be_present,SP,The designer of the units in question,designer,units,sg,agr_0347,of_in_question
be_present,PP,The lecturers of the stations in question,lecturers,stations,pl,agr_0174,of_in_question
be_present,SP,The examiner of the centres in question,examiner,centres,sg,agr_0235,of_in_question
be_present,PS,The programmers of the enterprise in question,programmers,enterprise,pl,agr_0108,of_in_question
be_present,SS,The accountant of the coalition in question,accountant,coalition,sg,agr_0071,of_in_question
be_present,SP,The professor of the groups in question,professor,groups,sg,agr_0348,of_in_question
be_present,SP,The consultant of the organizations in question,consultant,organizations,sg,agr_0132,of_in_question
be_present,SS,The consultant of the corporation in question,consultant,corporation,sg,agr_0190,of_in_question
be_present,SS,The officer of the laboratory in question,officer,laboratory,sg,agr_0096,of_in_question
be_present,PS,The builders of the team in question,builders,team,pl,agr_0150,of_in_question
be_present,SS,The leader of the foundation in question,leader,foundation,sg,agr_0193,of_in_question
be_present,SS,The candidate of the hospital in question,candidate,hospital,sg,agr_0089,of_in_question
be_present,PP,The assistants of the districts in question,assistants,districts,pl,agr_0073,of_in_question
be_present,PS,The lecturers of the company in question,lecturers,company,pl,agr_0202,of_in_question
be_present,SP,The professor of the firms in question,professor,firms,sg,agr_0123,of_in_question
be_present,SS,The auditor of the centre in question,auditor,centre,sg,agr_0240,of_in_question
be_present,SP,The commissioner of the centres in question,commissioner,centres,sg,agr_0352,of_in_question
be_present,PP,The accountants of the alliances in question,accountants,alliances,pl,agr_0394,of_in_question
be_present,PP,The builders of the platforms in question,builders,platforms,pl,agr_0236,of_in_question
be_present,PP,The candidates of the networks in question,candidates,networks,pl,agr_0173,of_in_question
be_present,SP,The journalist of the authorities in question,journalist,authorities,sg,agr_0248,of_in_question
be_present,SS,The scientist of the school in question,scientist,school,sg,agr_0020,of_in_question
be_present,PP,The employees of the corporations in question,employees,corporations,pl,agr_0106,of_in_question
be_present,SS,The member of the service in question,member,service,sg,agr_0266,of_in_question
be_present,SS,The operator of the program in question,operator,program,sg,agr_0160,of_in_question
be_present,PS,The examiners of the platform in question,examiners,platform,pl,agr_0206,of_in_question
be_present,PP,The researchers of the partnerships in question,researchers,partnerships,pl,agr_0023,of_in_question
be_present,SS,The builder of the laboratory in question,builder,laboratory,sg,agr_0214,of_in_question
be_present,SP,The programmer of the systems in question,programmer,systems,sg,agr_0157,of_in_question
be_present,PP,The researchers of the organizations in question,researchers,organizations,pl,agr_0398,of_in_question
be_present,SS,The scientist of the sector in question,scientist,sector,sg,agr_0056,of_in_question
be_present,PP,The journalists of the authorities in question,journalists,authorities,pl,agr_0248,of_in_question
be_present,SS,The auditor of the consortium in question,auditor,consortium,sg,agr_0082,of_in_question
