item_id,base_item_index,template_id,verb_pair,subject_singular,subject_plural,distractor_singular,distractor_plural,condition,subject_number,distractor_number,prompt,singular_verb,plural_verb,correct_verb,wrong_verb,full_sentence_example
agr_0049,49,of_in_question,be_past,reporter,reporters,college,colleges,SS,singular,singular,The reporter of the college in question,was,were,was,were,The reporter of the college in question was responsible for the decision.
agr_0049,49,of_in_question,be_past,reporter,reporters,college,colleges,SP,singular,plural,The reporter of the colleges in question,was,were,was,were,The reporter of the colleges in question was responsible for the decision.
agr_0049,49,of_in_question,be_past,reporter,reporters,college,colleges,PS,plural,singular,The reporters of the college in question,was,were,were,was,The reporters of the college in question were responsible for the decision.
agr_0049,49,of_in_question,be_past,reporter,reporters,college,colleges,PP,plural,plural,The reporters of the colleges in question,was,were,were,was,The reporters of the colleges in question were responsible for the decision.
agr_0049,49,of_in_question,have_present,reporter,reporters,college,colleges,SS,singular,singular,The reporter of the college in question,has,have,has,have,The reporter of the college in question has received the report.
agr_0049,49,of_in_question,have_present,reporter,reporters,college,colleges,SP,singular,plural,The reporter of the colleges in question,has,have,has,have,The reporter of the colleges in question has received the report.
agr_0049,49,of_in_question,have_present,reporter,reporters,college,colleges,PS,plural,singular,The reporters of the college in question,has,have,have,has,The reporters of the college in question have received the report.
agr_0049,49,of_in_question,have_present,reporter,reporters,college,colleges,PP,plural,plural,The reporters of the colleges in question,has,have,have,has,The reporters of the colleges in question have received the report.
agr_0049,49,of_in_question,do_present,reporter,reporters,college,colleges,SS,singular,singular,The reporter of the college in question,does,do,does,do,The reporter of the college in question does not agree with the proposal.
agr_0049,49,of_in_question,do_present,reporter,reporters,college,colleges,SP,singular,plural,The reporter of the colleges in question,does,do,does,do,The reporter of the colleges in question does not agree with the proposal.
agr_0049,49,of_in_question,do_present,reporter,reporters,college,colleges,PS,plural,singular,The reporters of the college in question,does,do,do,does,The reporters of the college in question do not agree with the proposal.
agr_0049,49,of_in_question,do_present,reporter,reporters,college,colleges,PP,plural,plural,The reporters of the colleges in question,does,do,do,does,The reporters of the colleges in question do not agree with the proposal.
agr_0050,50,of_in_question,be_present,reporter,reporters,network,networks,SS,singular,singular,The reporter of the network in question,is,are,is,are,The reporter of the network in question is responsible for the decision.
agr_0050,50,of_in_question,be_present,reporter,reporters,network,networks,SP,singular,plural,The reporter of the networks in question,is,are,is,are,The reporter of the networks in question is responsible for the decision.
agr_0050,50,of_in_question,be_present,reporter,reporters,network,networks,PS,plural,singular,The reporters of the network in question,is,are,are,is,The reporters of the network in question are responsible for the decision.
agr_0050,50,of_in_question,be_present,reporter,reporters,network,networks,PP,plural,plural,The reporters of the networks in question,is,are,are,is,The reporters of the networks in question are responsible for the decision.
agr_0050,50,of_in_question,be_past,reporter,reporters,network,networks,SS,singular,singular,The reporter of the network in question,was,were,was,were,The reporter of the network in question was responsible for the decision.
agr_0050,50,of_in_question,be_past,reporter,reporters,network,networks,SP,singular,plural,The reporter of the networks in question,was,were,was,were,The reporter of the networks in question was responsible for the decision.
agr_0050,50,of_in_question,be_past,reporter,reporters,network,networks,PS,plural,singular,The reporters of the network in question,was,were,were,was,The reporters of the network in question were responsible for the decision.
agr_0050,50,of_in_question,be_past,reporter,reporters,network,networks,PP,plural,plural,The reporters of the networks in question,was,were,were,was,The reporters of the networks in question were responsible for the decision.
agr_0050,50,of_in_question,have_present,reporter,reporters,network,networks,SS,singular,singular,The reporter of the network in question,has,have,has,have,The reporter of the network in question has received the report.
agr_0050,50,of_in_question,have_present,reporter,reporters,network,networks,SP,singular,plural,The reporter of the networks in question,has,have,has,have,The reporter of the networks in question has received the report.
agr_0050,50,of_in_question,have_present,reporter,reporters,network,networks,PS,plural,singular,The reporters of the network in question,has,have,have,has,The reporters of the network in question have received the report.
agr_0050,50,of_in_question,have_present,reporter,reporters,network,networks,PP,plural,plural,The reporters of the networks in question,has,have,have,has,The reporters of the networks in question have received the report.
agr_0050,50,of_in_question,do_present,reporter,reporters,network,networks,SS,singular,singular,The reporter of the network in question,does,do,does,do,The reporter of the network in question does not agree with the proposal.
agr_0050,50,of_in_question,do_present,reporter,reporters,network,networks,SP,singular,plural,The reporter of the networks in question,does,do,does,do,The reporter of the networks in question does not agree with the proposal.
agr_0050,50,of_in_question,do_present,reporter,reporters,network,networks,PS,plural,singular,The reporters of the network in question,does,do,do,does,The reporters of the network in question do not agree with the proposal.
agr_0050,50,of_in_question,do_present,reporter,reporters,network,networks,PP,plural,plural,The reporters of the networks in question,does,do,do,does,The reporters of the networks in question do not agree with the proposal.
agr_0051,51,of_in_question,be_present,lecturer,lecturers,firm,firms,SS,singular,singular,The lecturer of the firm in question,is,are,is,are,The lecturer of the firm in question is responsible for the decision.
agr_0051,51,of_in_question,be_present,lecturer,lecturers,firm,firms,SP,singular,plural,The lecturer of the firms in question,is,are,is,are,The lecturer of the firms in question is responsible for the decision.
agr_0051,51,of_in_question,be_present,lecturer,lecturers,firm,firms,PS,plural,singular,The lecturers of the firm in question,is,are,are,is,The lecturers of the firm in question are responsible for the decision.
agr_0051,51,of_in_question,be_present,lecturer,lecturers,firm,firms,PP,plural,plural,The lecturers of the firms in question,is,are,are,is,The lecturers of the firms in question are responsible for the decision.
agr_0051,51,of_in_question,be_past,lecturer,lecturers,firm,firms,SS,singular,singular,The lecturer of the firm in question,was,were,was,were,The lecturer of the firm in question was responsible for the decision.
agr_0051,51,of_in_question,be_past,lecturer,lecturers,firm,firms,SP,singular,plural,The lecturer of the firms in question,was,were,was,were,The lecturer of the firms in question was responsible for the decision.
agr_0051,51,of_in_question,be_past,lecturer,lecturers,firm,firms,PS,plural,singular,The lecturers of the firm in question,was,were,were,was,The lecturers of the firm in question were responsible for the decision.
agr_0051,51,of_in_question,be_past,lecturer,lecturers,firm,firms,PP,plural,plural,The lecturers of the firms in question,was,were,were,was,The lecturers of the firms in question were responsible for the decision.
agr_0051,51,of_in_question,have_present,lecturer,lecturers,firm,firms,SS,singular,singular,The lecturer of the firm in question,has,have,has,have,The lecturer of the firm in question has received the report.
agr_0051,51,of_in_question,have_present,lecturer,lecturers,firm,firms,SP,singular,plural,The lecturer of the firms in question,has,have,has,have,The lecturer of the firms in question has received the report.
agr_0051,51,of_in_question,have_present,lecturer,lecturers,firm,firms,PS,plural,singular,The lecturers of the firm in question,has,have,have,has,The lecturers of the firm in question have received the report.
agr_0051,51,of_in_question,have_present,lecturer,lecturers,firm,firms,PP,plural,plural,The lecturers of the firms in question,has,have,have,has,The lecturers of the firms in question have received the report.
agr_0051,51,of_in_question,do_present,lecturer,lecturers,firm,firms,SS,singular,singular,The lecturer of the firm in question,does,do,does,do,The lecturer of the firm in question does not agree with the proposal.
agr_0051,51,of_in_question,do_present,lecturer,lecturers,firm,firms,SP,singular,plural,The lecturer of the firms in question,does,do,does,do,The lecturer of the firms in question does not agree with the proposal.
agr_0051,51,of_in_question,do_present,lecturer,lecturers,firm,firms,PS,plural,singular,The lecturers of the firm in question,does,do,do,does,The lecturers of the firm in question do not agree with the proposal.
agr_0051,51,of_in_question,do_present,lecturer,lecturers,firm,firms,PP,plural,plural,The lecturers of the firms in question,does,do,do,does,The lecturers of the firms in question do not agree with the proposal.
agr_0052,52,of_in_question,be_present,artist,artists,facility,facilities,SS,singular,singular,The artist of the facility in question,is,are,is,are,The artist of the facility in question is responsible for the decision.
agr_0052,52,of_in_question,be_present,artist,artists,facility,facilities,SP,singular,plural,The artist of the facilities in question,is,are,is,are,The artist of the facilities in question is responsible for the decision.
agr_0052,52,of_in_question,be_present,artist,artists,facility,facilities,PS,plural,singular,The artists of the facility in question,is,are,are,is,The artists of the facility in question are responsible for the decision.
agr_0052,52,of_in_question,be_present,artist,artists,facility,facilities,PP,plural,plural,The artists of the facilities in question,is,are,are,is,The artists of the facilities in question are responsible for the decision.
agr_0052,52,of_in_question,be_past,artist,artists,facility,facilities,SS,singular,singular,The artist of the facility in question,was,were,was,were,The artist of the facility in question was responsible for the decision.
agr_0052,52,of_in_question,be_past,artist,artists,facility,facilities,SP,singular,plural,The artist of the facilities in question,was,were,was,were,The artist of the facilities in question was responsible for the decision.
agr_0052,52,of_in_question,be_past,artist,artists,facility,facilities,PS,plural,singular,The artists of the facility in question,was,were,were,was,The artists of the facility in question were responsible for the decision.
agr_0052,52,of_in_question,be_past,artist,artists,facility,facilities,PP,plural,plural,The artists of the facilities in question,was,were,were,was,The artists of the facilities in question were responsible for the decision.
agr_0052,52,of_in_question,have_present,artist,artists,facility,facilities,SS,singular,singular,The artist of the facility in question,has,have,has,have,The artist of the facility in question has received the report.
agr_0052,52,of_in_question,have_present,artist,artists,facility,facilities,SP,singular,plural,The artist of the facilities in question,has,have,has,have,The artist of the facilities in question has received the report.
agr_0052,52,of_in_question,have_present,artist,artists,facility,facilities,PS,plural,singular,The artists of the facility in question,has,have,have,has,The artists of the facility in question have received the report.
agr_0052,52,of_in_question,have_present,artist,artists,facility,facilities,PP,plural,plural,The artists of the facilities in question,has,have,have,has,The artists of the facilities in question have received the report.
agr_0052,52,of_in_question,do_present,artist,artists,facility,facilities,SS,singular,singular,The artist of the facility in question,does,do,does,do,The artist of the facility in question does not agree with the proposal.
agr_0052,52,of_in_question,do_present,artist,artists,facility,facilities,SP,singular,plural,The artist of the facilities in question,does,do,does,do,The artist of the facilities in question does not agree with the proposal.
agr_0052,52,of_in_question,do_present,artist,artists,facility,facilities,PS,plural,singular,The artists of the facility in question,does,do,do,does,The artists of the facility in question do not agree with the proposal.
agr_0052,52,of_in_question,do_present,artist,artists,facility,facilities,PP,plural,plural,The artists of the facilities in question,does,do,do,does,The artists of the facilities in question do not agree with the proposal.
agr_0053,53,of_in_question,be_present,editor,editors,institute,institutes,SS,singular,singular,The editor of the institute in question,is,are,is,are,The editor of the institute in question is responsible for the decision.
agr_0053,53,of_in_question,be_present,editor,editors,institute,institutes,SP,singular,plural,The editor of the institutes in question,is,are,is,are,The editor of the institutes in question is responsible for the decision.
agr_0053,53,of_in_question,be_present,editor,editors,institute,institutes,PS,plural,singular,The editors of the institute in question,is,are,are,is,The editors of the institute in question are responsible for the decision.
agr_0053,53,of_in_question,be_present,editor,editors,institute,institutes,PP,plural,plural,The editors of the institutes in question,is,are,are,is,The editors of the institutes in question are responsible for the decision.
agr_0053,53,of_in_question,be_past,editor,editors,institute,institutes,SS,singular,singular,The editor of the institute in question,was,were,was,were,The editor of the institute in question was responsible for the decision.
agr_0053,53,of_in_question,be_past,editor,editors,institute,institutes,SP,singular,plural,The editor of the institutes in question,was,were,was,were,The editor of the institutes in question was responsible for the decision.
agr_0053,53,of_in_question,be_past,editor,editors,institute,institutes,PS,plural,singular,The editors of the institute in question,was,were,were,was,The editors of the institute in question were responsible for the decision.
agr_0053,53,of_in_question,be_past,editor,editors,institute,institutes,PP,plural,plural,The editors of the institutes in question,was,were,were,was,The editors of the institutes in question were responsible for the decision.
agr_0053,53,of_in_question,have_present,editor,editors,institute,institutes,SS,singular,singular,The editor of the institute in question,has,have,has,have,The editor of the institute in question has received the report.
agr_0053,53,of_in_question,have_present,editor,editors,institute,institutes,SP,singular,plural,The editor of the institutes in question,has,have,has,have,The editor of the institutes in question has received the report.
agr_0053,53,of_in_question,have_present,editor,editors,institute,institutes,PS,plural,singular,The editors of the institute in question,has,have,have,has,The editors of the institute in question have received the report.
agr_0053,53,of_in_question,have_present,editor,editors,institute,institutes,PP,plural,plural,The editors of the institutes in question,has,have,have,has,The editors of the institutes in question have received the report.
agr_0053,53,of_in_question,do_present,editor,editors,institute,institutes,SS,singular,singular,The editor of the institute in question,does,do,does,do,The editor of the institute in question does not agree with the proposal.
agr_0053,53,of_in_question,do_present,editor,editors,institute,institutes,SP,singular,plural,The editor of the institutes in question,does,do,does,do,The editor of the institutes in question does not agree with the proposal.
agr_0053,53,of_in_question,do_present,editor,editors,institute,institutes,PS,plural,singular,The editors of the institute in question,does,do,do,does,The editors of the institute in question do not agree with the proposal.
agr_0053,53,of_in_question,do_present,editor,editors,institute,institutes,PP,plural,plural,The editors of the institutes in question,does,do,do,does,The editors of the institutes in question do not agree with the proposal.
agr_0054,54,of_in_question,be_present,employee,employees,agency,agencies,SS,singular,singular,The employee of the agency in question,is,are,is,are,The employee of the agency in question is responsible for the decision.
agr_0054,54,of_in_question,be_present,employee,employees,agency,agencies,SP,singular,plural,The employee of the agencies in question,is,are,is,are,The employee of the agencies in question is responsible for the decision.
agr_0054,54,of_in_question,be_present,employee,employees,agency,agencies,PS,plural,singular,The employees of the agency in question,is,are,are,is,The employees of the agency in question are responsible for the decision.
agr_0054,54,of_in_question,be_present,employee,employees,agency,agencies,PP,plural,plural,The employees of the agencies in question,is,are,are,is,The employees of the agencies in question are responsible for the decision.
agr_0054,54,of_in_question,be_past,employee,employees,agency,agencies,SS,singular,singular,The employee of the agency in question,was,were,was,were,The employee of the agency in question was responsible for the decision.
agr_0054,54,of_in_question,be_past,employee,employees,agency,agencies,SP,singular,plural,The employee of the agencies in question,was,were,was,were,The employee of the agencies in question was responsible for the decision.
agr_0054,54,of_in_question,be_past,employee,employees,agency,agencies,PS,plural,singular,The employees of the agency in question,was,were,were,was,The employees of the agency in question were responsible for the decision.
agr_0054,54,of_in_question,be_past,employee,employees,agency,agencies,PP,plural,plural,The employees of the agencies in question,was,were,were,was,The employees of the agencies in question were responsible for the decision.
agr_0054,54,of_in_question,have_present,employee,employees,agency,agencies,SS,singular,singular,The employee of the agency in question,has,have,has,have,The employee of the agency in question has received the report.
agr_0054,54,of_in_question,have_present,employee,employees,agency,agencies,SP,singular,plural,The employee of the agencies in question,has,have,has,have,The employee of the agencies in question has received the report.
agr_0054,54,of_in_question,have_present,employee,employees,agency,agencies,PS,plural,singular,The employees of the agency in question,has,have,have,has,The employees of the agency in question have received the report.
agr_0054,54,of_in_question,have_present,employee,employees,agency,agencies,PP,plural,plural,The employees of the agencies in question,has,have,have,has,The employees of the agencies in question have received the report.
agr_0054,54,of_in_question,do_present,employee,employees,agency,agencies,SS,singular,singular,The employee of the agency in question,does,do,does,do,The employee of the agency in question does not agree with the proposal.
agr_0054,54,of_in_question,do_present,employee,employees,agency,agencies,SP,singular,plural,The employee of the agencies in question,does,do,does,do,The employee of the agencies in question does not agree with the proposal.
agr_0054,54,of_in_question,do_present,employee,employees,agency,agencies,PS,plural,singular,The employees of the agency in question,does,do,do,does,The employees of the agency in question do not agree with the proposal.
agr_0054,54,of_in_question,do_present,employee,employees,agency,agencies,PP,plural,plural,The employees of the agencies in question,does,do,do,does,The employees of the agencies in question do not agree with the proposal.
agr_0055,55,of_in_question,be_present,planner,planners,district,districts,SS,singular,singular,The planner of the district in question,is,are,is,are,The planner of the district in question is responsible for the decision.
agr_0055,55,of_in_question,be_present,planner,planners,district,districts,SP,singular,plural,The planner of the districts in question,is,are,is,are,The planner of the districts in question is responsible for the decision.
agr_0055,55,of_in_question,be_present,planner,planners,district,districts,PS,plural,singular,The planners of the district in question,is,are,are,is,The planners of the district in question are responsible for the decision.
agr_0055,55,of_in_question,be_present,planner,planners,district,districts,PP,plural,plural,The planners of the districts in question,is,are,are,is,The planners of the districts in question are responsible for the decision.
agr_0055,55,of_in_question,be_past,planner,planners,district,districts,SS,singular,singular,The planner of the district in question,was,were,was,were,The planner of the district in question was responsible for the decision.
agr_0055,55,of_in_question,be_past,planner,planners,district,districts,SP,singular,plural,The planner of the districts in question,was,were,was,were,The planner of the districts in question was responsible for the decision.
agr_0055,55,of_in_question,be_past,planner,planners,district,districts,PS,plural,singular,The planners of the district in question,was,were,were,was,The planners of the district in question were responsible for the decision.
agr_0055,55,of_in_question,be_past,planner,planners,district,districts,PP,plural,plural,The planners of the districts in question,was,were,were,was,The planners of the districts in question were responsible for the decision.
agr_0055,55,of_in_question,have_present,planner,planners,district,districts,SS,singular,singular,The planner of the district in question,has,have,has,have,The planner of the district in question has received the report.
agr_0055,55,of_in_question,have_present,planner,planners,district,districts,SP,singular,plural,The planner of the districts in question,has,have,has,have,The planner of the districts in question has received the report.
agr_0055,55,of_in_question,have_present,planner,planners,district,districts,PS,plural,singular,The planners of the district in question,has,have,have,has,The planners of the district in question have received the report.
agr_0055,55,of_in_question,have_present,planner,planners,district,districts,PP,plural,plural,The planners of the districts in question,has,have,have,has,The planners of the districts in question have received the report.
agr_0055,55,of_in_question,do_present,planner,planners,district,districts,SS,singular,singular,The planner of the district in question,does,do,does,do,The planner of the district in question does not agree with the proposal.
agr_0055,55,of_in_question,do_present,planner,planners,district,districts,SP,singular,plural,The planner of the districts in question,does,do,does,do,The planner of the districts in question does not agree with the proposal.
agr_0055,55,of_in_question,do_present,planner,planners,district,districts,PS,plural,singular,The planners of the district in question,does,do,do,does,The planners of the district in question do not agree with the proposal.
agr_0055,55,of_in_question,do_present,planner,planners,district,districts,PP,plural,plural,The planners of the districts in question,does,do,do,does,The planners of the districts in question do not agree with the proposal.
agr_0056,56,of_in_question,be_present,scientist,scientists,sector,sectors,SS,singular,singular,The scientist of the sector in question,is,are,is,are,The scientist of the sector in question is responsible for the decision.
agr_0056,56,of_in_question,be_present,scientist,scientists,sector,sectors,SP,singular,plural,The scientist of the sectors in question,is,are,is,are,The scientist of the sectors in question is responsible for the decision.
agr_0056,56,of_in_question,be_present,scientist,scientists,sector,sectors,PS,plural,singular,The scientists of the sector in question,is,are,are,is,The scientists of the sector in question are responsible for the decision.
agr_0056,56,of_in_question,be_present,scientist,scientists,sector,sectors,PP,plural,plural,The scientists of the sectors in question,is,are,are,is,The scientists of the sectors in question are responsible for the decision.
agr_0056,56,of_in_question,be_past,scientist,scientists,sector,sectors,SS,singular,singular,The scientist of the sector in question,was,were,was,were,The scientist of the sector in question was responsible for the decision.
agr_0056,56,of_in_question,be_past,scientist,scientists,sector,sectors,SP,singular,plural,The scientist of the sectors in question,was,were,was,were,The scientist of the sectors in question was responsible for the decision.
agr_0056,56,of_in_question,be_past,scientist,scientists,sector,sectors,PS,plural,singular,The scientists of the sector in question,was,were,were,was,The scientists of the sector in question were responsible for the decision.
agr_0056,56,of_in_question,be_past,scientist,scientists,sector,sectors,PP,plural,plural,The scientists of the sectors in question,was,were,were,was,The scientists of the sectors in question were responsible for the decision.
agr_0056,56,of_in_question,have_present,scientist,scientists,sector,sectors,SS,singular,singular,The scientist of the sector in question,has,have,has,have,The scientist of the sector in question has received the report.
agr_0056,56,of_in_question,have_present,scientist,scientists,sector,sectors,SP,singular,plural,The scientist of the sectors in question,has,have,has,have,The scientist of the sectors in question has received the report.
agr_0056,56,of_in_question,have_present,scientist,scientists,sector,sectors,PS,plural,singular,The scientists of the sector in question,has,have,have,has,The scientists of the sector in question have received the report.
agr_0056,56,of_in_question,have_present,scientist,scientists,sector,sectors,PP,plural,plural,The scientists of the sectors in question,has,have,have,has,The scientists of the sectors in question have received the report.
agr_0056,56,of_in_question,do_present,scientist,scientists,sector,sectors,SS,singular,singular,The scientist of the sector in question,does,do,does,do,The scientist of the sector in question does not agree with the proposal.
agr_0056,56,of_in_question,do_present,scientist,scientists,sector,sectors,SP,singular,plural,The scientist of the sectors in question,does,do,does,do,The scientist of the sectors in question does not agree with the proposal.
agr_0056,56,of_in_question,do_present,scientist,scientists,sector,sectors,PS,plural,singular,The scientists of the sector in question,does,do,do,does,The scientists of the sector in question do not agree with the proposal.
agr_0056,56,of_in_question,do_present,scientist,scientists,sector,sectors,PP,plural,plural,The scientists of the sectors in question,does,do,do,does,The scientists of the sectors in question do not agree with the proposal.
agr_0057,57,of_in_question,be_present,doctor,doctors,station,stations,SS,singular,singular,The doctor of the station in question,is,are,is,are,The doctor of the station in question is responsible for the decision.
agr_0057,57,of_in_question,be_present,doctor,doctors,station,stations,SP,singular,plural,The doctor of the stations in question,is,are,is,are,The doctor of the stations in question is responsible for the decision.
agr_0057,57,of_in_question,be_present,doctor,doctors,station,stations,PS,plural,singular,The doctors of the station in question,is,are,are,is,The doctors of the station in question are responsible for the decision.
agr_0057,57,of_in_question,be_present,doctor,doctors,station,stations,PP,plural,plural,The doctors of the stations in question,is,are,are,is,The doctors of the stations in question are responsible for the decision.
agr_0057,57,of_in_question,be_past,doctor,doctors,station,stations,SS,singular,singular,The doctor of the station in question,was,were,was,were,The doctor of the station in question was responsible for the decision.
agr_0057,57,of_in_question,be_past,doctor,doctors,station,stations,SP,singular,plural,The doctor of the stations in question,was,were,was,were,The doctor of the stations in question was responsible for the decision.
agr_0057,57,of_in_question,be_past,doctor,doctors,station,stations,PS,plural,singular,The doctors of the station in question,was,were,were,was,The doctors of the station in question were responsible for the decision.
agr_0057,57,of_in_question,be_past,doctor,doctors,station,stations,PP,plural,plural,The doctors of the stations in question,was,were,were,was,The doctors of the stations in question were responsible for the decision.
agr_0057,57,of_in_question,have_present,doctor,doctors,station,stations,SS,singular,singular,The doctor of the station in question,has,have,has,have,The doctor of the station in question has received the report.
agr_0057,57,of_in_question,have_present,doctor,doctors,station,stations,SP,singular,plural,The doctor of the stations in question,has,have,has,have,The doctor of the stations in question has received the report.
agr_0057,57,of_in_question,have_present,doctor,doctors,station,stations,PS,plural,singular,The doctors of the station in question,has,have,have,has,The doctors of the station in question have received the report.
agr_0057,57,of_in_question,have_present,doctor,doctors,station,stations,PP,plural,plural,The doctors of the stations in question,has,have,have,has,The doctors of the stations in question have received the report.
agr_0057,57,of_in_question,do_present,doctor,doctors,station,stations,SS,singular,singular,The doctor of the station in question,does,do,does,do,The doctor of the station in question does not agree with the proposal.
agr_0057,57,of_in_question,do_present,doctor,doctors,station,stations,SP,singular,plural,The doctor of the stations in question,does,do,does,do,The doctor of the stations in question does not agree with the proposal.
agr_0057,57,of_in_question,do_present,doctor,doctors,station,stations,PS,plural,singular,The doctors of the station in question,does,do,do,does,The doctors of the station in question do not agree with the proposal.
agr_0057,57,of_in_question,do_present,doctor,doctors,station,stations,PP,plural,plural,The doctors of the stations in question,does,do,do,does,The doctors of the stations in question do not agree with the proposal.
agr_0058,58,of_in_question,be_present,employee,employees,enterprise,enterprises,SS,singular,singular,The employee of the enterprise in question,is,are,is,are,The employee of the enterprise in question is responsible for the decision.
agr_0058,58,of_in_question,be_present,employee,employees,enterprise,enterprises,SP,singular,plural,The employee of the enterprises in question,is,are,is,are,The employee of the enterprises in question is responsible for the decision.
agr_0058,58,of_in_question,be_present,employee,employees,enterprise,enterprises,PS,plural,singular,The employees of the enterprise in question,is,are,are,is,The employees of the enterprise in question are responsible for the decision.
agr_0058,58,of_in_question,be_present,employee,employees,enterprise,enterprises,PP,plural,plural,The employees of the enterprises in question,is,are,are,is,The employees of the enterprises in question are responsible for the decision.
agr_0058,58,of_in_question,be_past,employee,employees,enterprise,enterprises,SS,singular,singular,The employee of the enterprise in question,was,were,was,were,The employee of the enterprise in question was responsible for the decision.
agr_0058,58,of_in_question,be_past,employee,employees,enterprise,enterprises,SP,singular,plural,The employee of the enterprises in question,was,were,was,were,The employee of the enterprises in question was responsible for the decision.
agr_0058,58,of_in_question,be_past,employee,employees,enterprise,enterprises,PS,plural,singular,The employees of the enterprise in question,was,were,were,was,The employees of the enterprise in question were responsible for the decision.
agr_0058,58,of_in_question,be_past,employee,employees,enterprise,enterprises,PP,plural,plural,The employees of the enterprises in question,was,were,were,was,The employees of the enterprises in question were responsible for the decision.
agr_0058,58,of_in_question,have_present,employee,employees,enterprise,enterprises,SS,singular,singular,The employee of the enterprise in question,has,have,has,have,The employee of the enterprise in question has received the report.
agr_0058,58,of_in_question,have_present,employee,employees,enterprise,enterprises,SP,singular,plural,The employee of the enterprises in question,has,have,has,have,The employee of the enterprises in question has received the report.
agr_0058,58,of_in_question,have_present,employee,employees,enterprise,enterprises,PS,plural,singular,The employees of the enterprise in question,has,have,have,has,The employees of the enterprise in question have received the report.
agr_0058,58,of_in_question,have_present,employee,employees,enterprise,enterprises,PP,plural,plural,The employees of the enterprises in question,has,have,have,has,The employees of the enterprises in question have received the report.
agr_0058,58,of_in_question,do_present,employee,employees,enterprise,enterprises,SS,singular,singular,The employee of the enterprise in question,does,do,does,do,The employee of the enterprise in question does not agree with the proposal.
agr_0058,58,of_in_question,do_present,employee,employees,enterprise,enterprises,SP,singular,plural,The employee of the enterprises in question,does,do,does,do,The employee of the enterprises in question does not agree with the proposal.
agr_0058,58,of_in_question,do_present,employee,employees,enterprise,enterprises,PS,plural,singular,The employees of the enterprise in question,does,do,do,does,The employees of the enterprise in question do not agree with the proposal.
agr_0058,58,of_in_question,do_present,employee,employees,enterprise,enterprises,PP,plural,plural,The employees of the enterprises in question,does,do,do,does,The employees of the enterprises in question do not agree with the proposal.
agr_0059,59,of_in_question,be_present,administrator,administrators,project,projects,SS,singular,singular,The administrator of the project in question,is,are,is,are,The administrator of the project in question is responsible for the decision.
agr_0059,59,of_in_question,be_present,administrator,administrators,project,projects,SP,singular,plural,The administrator of the projects in question,is,are,is,are,The administrator of the projects in question is responsible for the decision.
agr_0059,59,of_in_question,be_present,administrator,administrators,project,projects,PS,plural,singular,The administrators of the project in question,is,are,are,is,The administrators of the project in question are responsible for the decision.
agr_0059,59,of_in_question,be_present,administrator,administrators,project,projects,PP,plural,plural,The administrators of the projects in question,is,are,are,is,The administrators of the projects in question are responsible for the decision.
agr_0059,59,of_in_question,be_past,administrator,administrators,project,projects,SS,singular,singular,The administrator of the project in question,was,were,was,were,The administrator of the project in question was responsible for the decision.
agr_0059,59,of_in_question,be_past,administrator,administrators,project,projects,SP,singular,plural,The administrator of the projects in question,was,were,was,were,The administrator of the projects in question was responsible for the decision.
agr_0059,59,of_in_question,be_past,administrator,administrators,project,projects,PS,plural,singular,The administrators of the project in question,was,were,were,was,The administrators of the project in question were responsible for the decision.
agr_0059,59,of_in_question,be_past,administrator,administrators,project,projects,PP,plural,plural,The administrators of the projects in question,was,were,were,was,The administrators of the projects in question were responsible for the decision.
agr_0059,59,of_in_question,have_present,administrator,administrators,project,projects,SS,singular,singular,The administrator of the project in question,has,have,has,have,The administrator of the project in question has received the report.
agr_0059,59,of_in_question,have_present,administrator,administrators,project,projects,SP,singular,plural,The administrator of the projects in question,has,have,has,have,The administrator of the projects in question has received the report.
agr_0059,59,of_in_question,have_present,administrator,administrators,project,projects,PS,plural,singular,The administrators of the project in question,has,have,have,has,The administrators of the project in question have received the report.
agr_0059,59,of_in_question,have_present,administrator,administrators,project,projects,PP,plural,plural,The administrators of the projects in question,has,have,have,has,The administrators of the projects in question have received the report.
agr_0059,59,of_in_question,do_present,administrator,administrators,project,projects,SS,singular,singular,The administrator of the project in question,does,do,does,do,The administrator of the project in question does not agree with the proposal.
agr_0059,59,of_in_question,do_present,administrator,administrators,project,projects,SP,singular,plural,The administrator of the projects in question,does,do,does,do,The administrator of the projects in question does not agree with the proposal.
agr_0059,59,of_in_question,do_present,administrator,administrators,project,projects,PS,plural,singular,The administrators of the project in question,does,do,do,does,The administrators of the project in question do not agree with the proposal.
agr_0059,59,of_in_question,do_present,administrator,administrators,project,projects,PP,plural,plural,The administrators of the projects in question,does,do,do,does,The administrators of the projects in question do not agree with the proposal.
agr_0060,60,of_in_question,be_present,supervisor,supervisors,group,groups,SS,singular,singular,The supervisor of the group in question,is,are,is,are,The supervisor of the group in question is responsible for the decision.
agr_0060,60,of_in_question,be_present,supervisor,supervisors,group,groups,SP,singular,plural,The supervisor of the groups in question,is,are,is,are,The supervisor of the groups in question is responsible for the decision.
agr_0060,60,of_in_question,be_present,supervisor,supervisors,group,groups,PS,plural,singular,The supervisors of the group in question,is,are,are,is,The supervisors of the group in question are responsible for the decision.
agr_0060,60,of_in_question,be_present,supervisor,supervisors,group,groups,PP,plural,plural,The supervisors of the groups in question,is,are,are,is,The supervisors of the groups in question are responsible for the decision.
