item_id,base_item_index,template_id,verb_pair,subject_singular,subject_plural,distractor_singular,distractor_plural,condition,subject_number,distractor_number,prompt,singular_verb,plural_verb,correct_verb,wrong_verb,full_sentence_example,subject_token_start,subject_token_end,distractor_token_start,distractor_token_end,final_token_position,prompt_token_length
agr_0087,87,of_in_question,be_present,supervisor,supervisors,company,companies,PP,plural,plural,The supervisors of the companies in question,is,are,are,is,The supervisors of the companies in question are responsible for the decision.,1,1,4,4,6,7
agr_0088,88,of_in_question,be_present,consultant,consultants,forum,forums,SS,singular,singular,The consultant of the forum in question,is,are,is,are,The consultant of the forum in question is responsible for the decision.,1,1,4,4,6,7
agr_0088,88,of_in_question,be_present,consultant,consultants,forum,forums,SP,singular,plural,The consultant of the forums in question,is,are,is,are,The consultant of the forums in question is responsible for the decision.,1,1,4,4,6,7
agr_0088,88,of_in_question,be_present,consultant,consultants,forum,forums,PS,plural,singular,The consultants of the forum in question,is,are,are,is,The consultants of the forum in question are responsible for the decision.,1,1,4,4,6,7
agr_0088,88,of_in_question,be_present,consultant,consultants,forum,forums,PP,plural,plural,The consultants of the forums in question,is,are,are,is,The consultants of the forums in question are responsible for the decision.,1,1,4,4,6,7
agr_0089,89,of_in_question,be_present,candidate,candidates,hospital,hospitals,SS,singular,singular,The candidate of the hospital in question,is,are,is,are,The candidate of the hospital in question is responsible for the decision.,1,1,4,4,6,7
agr_0089,89,of_in_question,be_present,candidate,candidates,hospital,hospitals,SP,singular,plural,The candidate of the hospitals in question,is,are,is,are,The candidate of the hospitals in question is responsible for the decision.,1,1,4,4,6,7
agr_0089,89,of_in_question,be_present,candidate,candidates,hospital,hospitals,PS,plural,singular,The candidates of the hospital in question,is,are,are,is,The candidates of the hospital in question are responsible for the decision.,1,1,4,4,6,7
agr_0089,89,of_in_question,be_present,candidate,candidates,hospital,hospitals,PP,plural,plural,The candidates of the hospitals in question,is,are,are,is,The candidates of the hospitals in question are responsible for the decision.,1,1,4,4,6,7
agr_0090,90,of_in_question,be_present,architect,architects,ministry,ministries,SS,singular,singular,The architect of the ministry in question,is,are,is,are,The architect of the ministry in question is responsible for the decision.,1,1,4,4,6,7
agr_0090,90,of_in_question,be_present,architect,architects,ministry,ministries,SP,singular,plural,The architect of the ministries in question,is,are,is,are,The architect of the ministries in question is responsible for the decision.,1,1,4,4,6,7
agr_0090,90,of_in_question,be_present,architect,architects,ministry,ministries,PS,plural,singular,The architects of the ministry in question,is,are,are,is,The architects of the ministry in question are responsible for the decision.,1,1,4,4,6,7
agr_0090,90,of_in_question,be_present,architect,architects,ministry,ministries,PP,plural,plural,The architects of the ministries in question,is,are,are,is,The architects of the ministries in question are responsible for the decision.,1,1,4,4,6,7
agr_0092,92,of_in_question,be_present,evaluator,evaluators,authority,authorities,SS,singular,singular,The evaluator of the authority in question,is,are,is,are,The evaluator of the authority in question is responsible for the decision.,1,3,6,6,8,9
agr_0092,92,of_in_question,be_present,evaluator,evaluators,authority,authorities,SP,singular,plural,The evaluator of the authorities in question,is,are,is,are,The evaluator of the authorities in question is responsible for the decision.,1,3,6,6,8,9
agr_0092,92,of_in_question,be_present,evaluator,evaluators,authority,authorities,PS,plural,singular,The evaluators of the authority in question,is,are,are,is,The evaluators of the authority in question are responsible for the decision.,1,3,6,6,8,9
agr_0092,92,of_in_question,be_present,evaluator,evaluators,authority,authorities,PP,plural,plural,The evaluators of the authorities in question,is,are,are,is,The evaluators of the authorities in question are responsible for the decision.,1,3,6,6,8,9
agr_0093,93,of_in_question,be_present,builder,builders,organization,organizations,SS,singular,singular,The builder of the organization in question,is,are,is,are,The builder of the organization in question is responsible for the decision.,1,1,4,4,6,7
agr_0093,93,of_in_question,be_present,builder,builders,organization,organizations,SP,singular,plural,The builder of the organizations in question,is,are,is,are,The builder of the organizations in question is responsible for the decision.,1,1,4,4,6,7
agr_0093,93,of_in_question,be_present,builder,builders,organization,organizations,PS,plural,singular,The builders of the organization in question,is,are,are,is,The builders of the organization in question are responsible for the decision.,1,1,4,4,6,7
agr_0093,93,of_in_question,be_present,builder,builders,organization,organizations,PP,plural,plural,The builders of the organizations in question,is,are,are,is,The builders of the organizations in question are responsible for the decision.,1,1,4,4,6,7
agr_0094,94,of_in_question,be_present,operator,operators,team,teams,SS,singular,singular,The operator of the team in question,is,are,is,are,The operator of the team in question is responsible for the decision.,1,1,4,4,6,7
agr_0094,94,of_in_question,be_present,operator,operators,team,teams,SP,singular,plural,The operator of the teams in question,is,are,is,are,The operator of the teams in question is responsible for the decision.,1,1,4,4,6,7
agr_0094,94,of_in_question,be_present,operator,operators,team,teams,PS,plural,singular,The operators of the team in question,is,are,are,is,The operators of the team in question are responsible for the decision.,1,1,4,4,6,7
agr_0094,94,of_in_question,be_present,operator,operators,team,teams,PP,plural,plural,The operators of the teams in question,is,are,are,is,The operators of the teams in question are responsible for the decision.,1,1,4,4,6,7
agr_0095,95,of_in_question,be_present,painter,painters,unit,units,SS,singular,singular,The painter of the unit in question,is,are,is,are,The painter of the unit in question is responsible for the decision.,1,1,4,4,6,7
agr_0095,95,of_in_question,be_present,painter,painters,unit,units,SP,singular,plural,The painter of the units in question,is,are,is,are,The painter of the units in question is responsible for the decision.,1,1,4,4,6,7
agr_0095,95,of_in_question,be_present,painter,painters,unit,units,PS,plural,singular,The painters of the unit in question,is,are,are,is,The painters of the unit in question are responsible for the decision.,1,2,5,5,7,8
agr_0095,95,of_in_question,be_present,painter,painters,unit,units,PP,plural,plural,The painters of the units in question,is,are,are,is,The painters of the units in question are responsible for the decision.,1,2,5,5,7,8
agr_0096,96,of_in_question,be_present,officer,officers,laboratory,laboratories,SS,singular,singular,The officer of the laboratory in question,is,are,is,are,The officer of the laboratory in question is responsible for the decision.,1,1,4,4,6,7
agr_0096,96,of_in_question,be_present,officer,officers,laboratory,laboratories,SP,singular,plural,The officer of the laboratories in question,is,are,is,are,The officer of the laboratories in question is responsible for the decision.,1,1,4,4,6,7
agr_0096,96,of_in_question,be_present,officer,officers,laboratory,laboratories,PS,plural,singular,The officers of the laboratory in question,is,are,are,is,The officers of the laboratory in question are responsible for the decision.,1,1,4,4,6,7
agr_0096,96,of_in_question,be_present,officer,officers,laboratory,laboratories,PP,plural,plural,The officers of the laboratories in question,is,are,are,is,The officers of the laboratories in question are responsible for the decision.,1,1,4,4,6,7
agr_0097,97,of_in_question,be_present,accountant,accountants,network,networks,SS,singular,singular,The accountant of the network in question,is,are,is,are,The accountant of the network in question is responsible for the decision.,1,1,4,4,6,7
agr_0097,97,of_in_question,be_present,accountant,accountants,network,networks,SP,singular,plural,The accountant of the networks in question,is,are,is,are,The accountant of the networks in question is responsible for the decision.,1,1,4,4,6,7
agr_0097,97,of_in_question,be_present,accountant,accountants,network,networks,PS,plural,singular,The accountants of the network in question,is,are,are,is,The accountants of the network in question are responsible for the decision.,1,2,5,5,7,8
agr_0097,97,of_in_question,be_present,accountant,accountants,network,networks,PP,plural,plural,The accountants of the networks in question,is,are,are,is,The accountants of the networks in question are responsible for the decision.,1,2,5,5,7,8
agr_0098,98,of_in_question,be_present,candidate,candidates,organization,organizations,SS,singular,singular,The candidate of the organization in question,is,are,is,are,The candidate of the organization in question is responsible for the decision.,1,1,4,4,6,7
agr_0098,98,of_in_question,be_present,candidate,candidates,organization,organizations,SP,singular,plural,The candidate of the organizations in question,is,are,is,are,The candidate of the organizations in question is responsible for the decision.,1,1,4,4,6,7
agr_0098,98,of_in_question,be_present,candidate,candidates,organization,organizations,PS,plural,singular,The candidates of the organization in question,is,are,are,is,The candidates of the organization in question are responsible for the decision.,1,1,4,4,6,7
agr_0098,98,of_in_question,be_present,candidate,candidates,organization,organizations,PP,plural,plural,The candidates of the organizations in question,is,are,are,is,The candidates of the organizations in question are responsible for the decision.,1,1,4,4,6,7
agr_0099,99,of_in_question,be_present,architect,architects,corporation,corporations,SS,singular,singular,The architect of the corporation in question,is,are,is,are,The architect of the corporation in question is responsible for the decision.,1,1,4,4,6,7
agr_0099,99,of_in_question,be_present,architect,architects,corporation,corporations,SP,singular,plural,The architect of the corporations in question,is,are,is,are,The architect of the corporations in question is responsible for the decision.,1,1,4,4,6,7
agr_0099,99,of_in_question,be_present,architect,architects,corporation,corporations,PS,plural,singular,The architects of the corporation in question,is,are,are,is,The architects of the corporation in question are responsible for the decision.,1,1,4,4,6,7
agr_0099,99,of_in_question,be_present,architect,architects,corporation,corporations,PP,plural,plural,The architects of the corporations in question,is,are,are,is,The architects of the corporations in question are responsible for the decision.,1,1,4,4,6,7
agr_0100,100,of_in_question,be_present,director,directors,station,stations,SS,singular,singular,The director of the station in question,is,are,is,are,The director of the station in question is responsible for the decision.,1,1,4,4,6,7
agr_0100,100,of_in_question,be_present,director,directors,station,stations,SP,singular,plural,The director of the stations in question,is,are,is,are,The director of the stations in question is responsible for the decision.,1,1,4,4,6,7
agr_0100,100,of_in_question,be_present,director,directors,station,stations,PS,plural,singular,The directors of the station in question,is,are,are,is,The directors of the station in question are responsible for the decision.,1,1,4,4,6,7
agr_0100,100,of_in_question,be_present,director,directors,station,stations,PP,plural,plural,The directors of the stations in question,is,are,are,is,The directors of the stations in question are responsible for the decision.,1,1,4,4,6,7
agr_0102,102,of_in_question,be_present,researcher,researchers,authority,authorities,SS,singular,singular,The researcher of the authority in question,is,are,is,are,The researcher of the authority in question is responsible for the decision.,1,1,4,4,6,7
agr_0102,102,of_in_question,be_present,researcher,researchers,authority,authorities,SP,singular,plural,The researcher of the authorities in question,is,are,is,are,The researcher of the authorities in question is responsible for the decision.,1,1,4,4,6,7
agr_0102,102,of_in_question,be_present,researcher,researchers,authority,authorities,PS,plural,singular,The researchers of the authority in question,is,are,are,is,The researchers of the authority in question are responsible for the decision.,1,1,4,4,6,7
agr_0102,102,of_in_question,be_present,researcher,researchers,authority,authorities,PP,plural,plural,The researchers of the authorities in question,is,are,are,is,The researchers of the authorities in question are responsible for the decision.,1,1,4,4,6,7
agr_0103,103,of_in_question,be_present,planner,planners,laboratory,laboratories,SS,singular,singular,The planner of the laboratory in question,is,are,is,are,The planner of the laboratory in question is responsible for the decision.,1,1,4,4,6,7
agr_0103,103,of_in_question,be_present,planner,planners,laboratory,laboratories,SP,singular,plural,The planner of the laboratories in question,is,are,is,are,The planner of the laboratories in question is responsible for the decision.,1,1,4,4,6,7
agr_0103,103,of_in_question,be_present,planner,planners,laboratory,laboratories,PS,plural,singular,The planners of the laboratory in question,is,are,are,is,The planners of the laboratory in question are responsible for the decision.,1,1,4,4,6,7
agr_0103,103,of_in_question,be_present,planner,planners,laboratory,laboratories,PP,plural,plural,The planners of the laboratories in question,is,are,are,is,The planners of the laboratories in question are responsible for the decision.,1,1,4,4,6,7
agr_0104,104,of_in_question,be_present,editor,editors,association,associations,SS,singular,singular,The editor of the association in question,is,are,is,are,The editor of the association in question is responsible for the decision.,1,1,4,4,6,7
agr_0104,104,of_in_question,be_present,editor,editors,association,associations,SP,singular,plural,The editor of the associations in question,is,are,is,are,The editor of the associations in question is responsible for the decision.,1,1,4,4,6,7
agr_0104,104,of_in_question,be_present,editor,editors,association,associations,PS,plural,singular,The editors of the association in question,is,are,are,is,The editors of the association in question are responsible for the decision.,1,1,4,4,6,7
agr_0104,104,of_in_question,be_present,editor,editors,association,associations,PP,plural,plural,The editors of the associations in question,is,are,are,is,The editors of the associations in question are responsible for the decision.,1,1,4,4,6,7
agr_0105,105,of_in_question,be_present,painter,painters,group,groups,SS,singular,singular,The painter of the group in question,is,are,is,are,The painter of the group in question is responsible for the decision.,1,1,4,4,6,7
agr_0105,105,of_in_question,be_present,painter,painters,group,groups,SP,singular,plural,The painter of the groups in question,is,are,is,are,The painter of the groups in question is responsible for the decision.,1,1,4,4,6,7
agr_0105,105,of_in_question,be_present,painter,painters,group,groups,PS,plural,singular,The painters of the group in question,is,are,are,is,The painters of the group in question are responsible for the decision.,1,2,5,5,7,8
agr_0105,105,of_in_question,be_present,painter,painters,group,groups,PP,plural,plural,The painters of the groups in question,is,are,are,is,The painters of the groups in question are responsible for the decision.,1,2,5,5,7,8
agr_0106,106,of_in_question,be_present,employee,employees,corporation,corporations,SS,singular,singular,The employee of the corporation in question,is,are,is,are,The employee of the corporation in question is responsible for the decision.,1,1,4,4,6,7
agr_0106,106,of_in_question,be_present,employee,employees,corporation,corporations,SP,singular,plural,The employee of the corporations in question,is,are,is,are,The employee of the corporations in question is responsible for the decision.,1,1,4,4,6,7
agr_0106,106,of_in_question,be_present,employee,employees,corporation,corporations,PS,plural,singular,The employees of the corporation in question,is,are,are,is,The employees of the corporation in question are responsible for the decision.,1,1,4,4,6,7
agr_0106,106,of_in_question,be_present,employee,employees,corporation,corporations,PP,plural,plural,The employees of the corporations in question,is,are,are,is,The employees of the corporations in question are responsible for the decision.,1,1,4,4,6,7
agr_0107,107,of_in_question,be_present,consultant,consultants,school,schools,SS,singular,singular,The consultant of the school in question,is,are,is,are,The consultant of the school in question is responsible for the decision.,1,1,4,4,6,7
agr_0107,107,of_in_question,be_present,consultant,consultants,school,schools,SP,singular,plural,The consultant of the schools in question,is,are,is,are,The consultant of the schools in question is responsible for the decision.,1,1,4,4,6,7
agr_0107,107,of_in_question,be_present,consultant,consultants,school,schools,PS,plural,singular,The consultants of the school in question,is,are,are,is,The consultants of the school in question are responsible for the decision.,1,1,4,4,6,7
agr_0107,107,of_in_question,be_present,consultant,consultants,school,schools,PP,plural,plural,The consultants of the schools in question,is,are,are,is,The consultants of the schools in question are responsible for the decision.,1,1,4,4,6,7
agr_0108,108,of_in_question,be_present,programmer,programmers,enterprise,enterprises,SS,singular,singular,The programmer of the enterprise in question,is,are,is,are,The programmer of the enterprise in question is responsible for the decision.,1,1,4,4,6,7
agr_0108,108,of_in_question,be_present,programmer,programmers,enterprise,enterprises,SP,singular,plural,The programmer of the enterprises in question,is,are,is,are,The programmer of the enterprises in question is responsible for the decision.,1,1,4,4,6,7
agr_0108,108,of_in_question,be_present,programmer,programmers,enterprise,enterprises,PS,plural,singular,The programmers of the enterprise in question,is,are,are,is,The programmers of the enterprise in question are responsible for the decision.,1,1,4,4,6,7
agr_0108,108,of_in_question,be_present,programmer,programmers,enterprise,enterprises,PP,plural,plural,The programmers of the enterprises in question,is,are,are,is,The programmers of the enterprises in question are responsible for the decision.,1,1,4,4,6,7
agr_0109,109,of_in_question,be_present,journalist,journalists,corporation,corporations,SS,singular,singular,The journalist of the corporation in question,is,are,is,are,The journalist of the corporation in question is responsible for the decision.,1,1,4,4,6,7
agr_0109,109,of_in_question,be_present,journalist,journalists,corporation,corporations,SP,singular,plural,The journalist of the corporations in question,is,are,is,are,The journalist of the corporations in question is responsible for the decision.,1,1,4,4,6,7
agr_0109,109,of_in_question,be_present,journalist,journalists,corporation,corporations,PS,plural,singular,The journalists of the corporation in question,is,are,are,is,The journalists of the corporation in question are responsible for the decision.,1,1,4,4,6,7
agr_0109,109,of_in_question,be_present,journalist,journalists,corporation,corporations,PP,plural,plural,The journalists of the corporations in question,is,are,are,is,The journalists of the corporations in question are responsible for the decision.,1,1,4,4,6,7
agr_0110,110,of_in_question,be_present,artist,artists,board,boards,SS,singular,singular,The artist of the board in question,is,are,is,are,The artist of the board in question is responsible for the decision.,1,1,4,4,6,7
agr_0110,110,of_in_question,be_present,artist,artists,board,boards,SP,singular,plural,The artist of the boards in question,is,are,is,are,The artist of the boards in question is responsible for the decision.,1,1,4,4,6,7
agr_0110,110,of_in_question,be_present,artist,artists,board,boards,PS,plural,singular,The artists of the board in question,is,are,are,is,The artists of the board in question are responsible for the decision.,1,1,4,4,6,7
agr_0110,110,of_in_question,be_present,artist,artists,board,boards,PP,plural,plural,The artists of the boards in question,is,are,are,is,The artists of the boards in question are responsible for the decision.,1,1,4,4,6,7
agr_0111,111,of_in_question,be_present,administrator,administrators,organization,organizations,SS,singular,singular,The administrator of the organization in question,is,are,is,are,The administrator of the organization in question is responsible for the decision.,1,1,4,4,6,7
agr_0111,111,of_in_question,be_present,administrator,administrators,organization,organizations,SP,singular,plural,The administrator of the organizations in question,is,are,is,are,The administrator of the organizations in question is responsible for the decision.,1,1,4,4,6,7
agr_0111,111,of_in_question,be_present,administrator,administrators,organization,organizations,PS,plural,singular,The administrators of the organization in question,is,are,are,is,The administrators of the organization in question are responsible for the decision.,1,1,4,4,6,7
agr_0111,111,of_in_question,be_present,administrator,administrators,organization,organizations,PP,plural,plural,The administrators of the organizations in question,is,are,are,is,The administrators of the organizations in question are responsible for the decision.,1,1,4,4,6,7
agr_0112,112,of_in_question,be_present,student,students,foundation,foundations,SS,singular,singular,The student of the foundation in question,is,are,is,are,The student of the foundation in question is responsible for the decision.,1,1,4,4,6,7
agr_0112,112,of_in_question,be_present,student,students,foundation,foundations,SP,singular,plural,The student of the foundations in question,is,are,is,are,The student of the foundations in question is responsible for the decision.,1,1,4,4,6,7
agr_0112,112,of_in_question,be_present,student,students,foundation,foundations,PS,plural,singular,The students of the foundation in question,is,are,are,is,The students of the foundation in question are responsible for the decision.,1,1,4,4,6,7
agr_0112,112,of_in_question,be_present,student,students,foundation,foundations,PP,plural,plural,The students of the foundations in question,is,are,are,is,The students of the foundations in question are responsible for the decision.,1,1,4,4,6,7
agr_0113,113,of_in_question,be_present,operator,operators,company,companies,SS,singular,singular,The operator of the company in question,is,are,is,are,The operator of the company in question is responsible for the decision.,1,1,4,4,6,7
agr_0113,113,of_in_question,be_present,operator,operators,company,companies,SP,singular,plural,The operator of the companies in question,is,are,is,are,The operator of the companies in question is responsible for the decision.,1,1,4,4,6,7
agr_0113,113,of_in_question,be_present,operator,operators,company,companies,PS,plural,singular,The operators of the company in question,is,are,are,is,The operators of the company in question are responsible for the decision.,1,1,4,4,6,7
agr_0113,113,of_in_question,be_present,operator,operators,company,companies,PP,plural,plural,The operators of the companies in question,is,are,are,is,The operators of the companies in question are responsible for the decision.,1,1,4,4,6,7
agr_0114,114,of_in_question,be_present,builder,builders,unit,units,SS,singular,singular,The builder of the unit in question,is,are,is,are,The builder of the unit in question is responsible for the decision.,1,1,4,4,6,7
agr_0114,114,of_in_question,be_present,builder,builders,unit,units,SP,singular,plural,The builder of the units in question,is,are,is,are,The builder of the units in question is responsible for the decision.,1,1,4,4,6,7
agr_0114,114,of_in_question,be_present,builder,builders,unit,units,PS,plural,singular,The builders of the unit in question,is,are,are,is,The builders of the unit in question are responsible for the decision.,1,1,4,4,6,7
agr_0114,114,of_in_question,be_present,builder,builders,unit,units,PP,plural,plural,The builders of the units in question,is,are,are,is,The builders of the units in question are responsible for the decision.,1,1,4,4,6,7
agr_0115,115,of_in_question,be_present,engineer,engineers,program,programs,SS,singular,singular,The engineer of the program in question,is,are,is,are,The engineer of the program in question is responsible for the decision.,1,1,4,4,6,7
agr_0115,115,of_in_question,be_present,engineer,engineers,program,programs,SP,singular,plural,The engineer of the programs in question,is,are,is,are,The engineer of the programs in question is responsible for the decision.,1,1,4,4,6,7
agr_0115,115,of_in_question,be_present,engineer,engineers,program,programs,PS,plural,singular,The engineers of the program in question,is,are,are,is,The engineers of the program in question are responsible for the decision.,1,1,4,4,6,7
agr_0115,115,of_in_question,be_present,engineer,engineers,program,programs,PP,plural,plural,The engineers of the programs in question,is,are,are,is,The engineers of the programs in question are responsible for the decision.,1,1,4,4,6,7
agr_0116,116,of_in_question,be_present,architect,architects,committee,committees,SS,singular,singular,The architect of the committee in question,is,are,is,are,The architect of the committee in question is responsible for the decision.,1,1,4,4,6,7
agr_0116,116,of_in_question,be_present,architect,architects,committee,committees,SP,singular,plural,The architect of the committees in question,is,are,is,are,The architect of the committees in question is responsible for the decision.,1,1,4,4,6,7
agr_0116,116,of_in_question,be_present,architect,architects,committee,committees,PS,plural,singular,The architects of the committee in question,is,are,are,is,The architects of the committee in question are responsible for the decision.,1,1,4,4,6,7
agr_0116,116,of_in_question,be_present,architect,architects,committee,committees,PP,plural,plural,The architects of the committees in question,is,are,are,is,The architects of the committees in question are responsible for the decision.,1,1,4,4,6,7
agr_0117,117,of_in_question,be_present,commissioner,commissioners,division,divisions,SS,singular,singular,The commissioner of the division in question,is,are,is,are,The commissioner of the division in question is responsible for the decision.,1,1,4,4,6,7
agr_0117,117,of_in_question,be_present,commissioner,commissioners,division,divisions,SP,singular,plural,The commissioner of the divisions in question,is,are,is,are,The commissioner of the divisions in question is responsible for the decision.,1,1,4,4,6,7
agr_0117,117,of_in_question,be_present,commissioner,commissioners,division,divisions,PS,plural,singular,The commissioners of the division in question,is,are,are,is,The commissioners of the division in question are responsible for the decision.,1,1,4,4,6,7
agr_0117,117,of_in_question,be_present,commissioner,commissioners,division,divisions,PP,plural,plural,The commissioners of the divisions in question,is,are,are,is,The commissioners of the divisions in question are responsible for the decision.,1,1,4,4,6,7
agr_0118,118,of_in_question,be_present,representative,representatives,university,universities,SS,singular,singular,The representative of the university in question,is,are,is,are,The representative of the university in question is responsible for the decision.,1,1,4,4,6,7
agr_0118,118,of_in_question,be_present,representative,representatives,university,universities,SP,singular,plural,The representative of the universities in question,is,are,is,are,The representative of the universities in question is responsible for the decision.,1,1,4,4,6,7
agr_0118,118,of_in_question,be_present,representative,representatives,university,universities,PS,plural,singular,The representatives of the university in question,is,are,are,is,The representatives of the university in question are responsible for the decision.,1,1,4,4,6,7
agr_0118,118,of_in_question,be_present,representative,representatives,university,universities,PP,plural,plural,The representatives of the universities in question,is,are,are,is,The representatives of the universities in question are responsible for the decision.,1,1,4,4,6,7
agr_0119,119,of_in_question,be_present,programmer,programmers,ministry,ministries,SS,singular,singular,The programmer of the ministry in question,is,are,is,are,The programmer of the ministry in question is responsible for the decision.,1,1,4,4,6,7
agr_0119,119,of_in_question,be_present,programmer,programmers,ministry,ministries,SP,singular,plural,The programmer of the ministries in question,is,are,is,are,The programmer of the ministries in question is responsible for the decision.,1,1,4,4,6,7
agr_0119,119,of_in_question,be_present,programmer,programmers,ministry,ministries,PS,plural,singular,The programmers of the ministry in question,is,are,are,is,The programmers of the ministry in question are responsible for the decision.,1,1,4,4,6,7
agr_0119,119,of_in_question,be_present,programmer,programmers,ministry,ministries,PP,plural,plural,The programmers of the ministries in question,is,are,are,is,The programmers of the ministries in question are responsible for the decision.,1,1,4,4,6,7
agr_0120,120,of_in_question,be_present,student,students,network,networks,SS,singular,singular,The student of the network in question,is,are,is,are,The student of the network in question is responsible for the decision.,1,1,4,4,6,7
agr_0120,120,of_in_question,be_present,student,students,network,networks,SP,singular,plural,The student of the networks in question,is,are,is,are,The student of the networks in question is responsible for the decision.,1,1,4,4,6,7
agr_0120,120,of_in_question,be_present,student,students,network,networks,PS,plural,singular,The students of the network in question,is,are,are,is,The students of the network in question are responsible for the decision.,1,1,4,4,6,7
agr_0120,120,of_in_question,be_present,student,students,network,networks,PP,plural,plural,The students of the networks in question,is,are,are,is,The students of the networks in question are responsible for the decision.,1,1,4,4,6,7
agr_0121,121,of_in_question,be_present,manager,managers,company,companies,SS,singular,singular,The manager of the company in question,is,are,is,are,The manager of the company in question is responsible for the decision.,1,1,4,4,6,7
agr_0121,121,of_in_question,be_present,manager,managers,company,companies,SP,singular,plural,The manager of the companies in question,is,are,is,are,The manager of the companies in question is responsible for the decision.,1,1,4,4,6,7
agr_0121,121,of_in_question,be_present,manager,managers,company,companies,PS,plural,singular,The managers of the company in question,is,are,are,is,The managers of the company in question are responsible for the decision.,1,1,4,4,6,7
agr_0121,121,of_in_question,be_present,manager,managers,company,companies,PP,plural,plural,The managers of the companies in question,is,are,are,is,The managers of the companies in question are responsible for the decision.,1,1,4,4,6,7
agr_0122,122,of_in_question,be_present,consultant,consultants,sector,sectors,SS,singular,singular,The consultant of the sector in question,is,are,is,are,The consultant of the sector in question is responsible for the decision.,1,1,4,4,6,7
agr_0122,122,of_in_question,be_present,consultant,consultants,sector,sectors,SP,singular,plural,The consultant of the sectors in question,is,are,is,are,The consultant of the sectors in question is responsible for the decision.,1,1,4,4,6,7
agr_0122,122,of_in_question,be_present,consultant,consultants,sector,sectors,PS,plural,singular,The consultants of the sector in question,is,are,are,is,The consultants of the sector in question are responsible for the decision.,1,1,4,4,6,7
agr_0122,122,of_in_question,be_present,consultant,consultants,sector,sectors,PP,plural,plural,The consultants of the sectors in question,is,are,are,is,The consultants of the sectors in question are responsible for the decision.,1,1,4,4,6,7
agr_0123,123,of_in_question,be_present,professor,professors,firm,firms,SS,singular,singular,The professor of the firm in question,is,are,is,are,The professor of the firm in question is responsible for the decision.,1,1,4,4,6,7
agr_0123,123,of_in_question,be_present,professor,professors,firm,firms,SP,singular,plural,The professor of the firms in question,is,are,is,are,The professor of the firms in question is responsible for the decision.,1,1,4,4,6,7
agr_0123,123,of_in_question,be_present,professor,professors,firm,firms,PS,plural,singular,The professors of the firm in question,is,are,are,is,The professors of the firm in question are responsible for the decision.,1,1,4,4,6,7
agr_0123,123,of_in_question,be_present,professor,professors,firm,firms,PP,plural,plural,The professors of the firms in question,is,are,are,is,The professors of the firms in question are responsible for the decision.,1,1,4,4,6,7
agr_0124,124,of_in_question,be_present,consultant,consultants,foundation,foundations,SS,singular,singular,The consultant of the foundation in question,is,are,is,are,The consultant of the foundation in question is responsible for the decision.,1,1,4,4,6,7
agr_0124,124,of_in_question,be_present,consultant,consultants,foundation,foundations,SP,singular,plural,The consultant of the foundations in question,is,are,is,are,The consultant of the foundations in question is responsible for the decision.,1,1,4,4,6,7
agr_0124,124,of_in_question,be_present,consultant,consultants,foundation,foundations,PS,plural,singular,The consultants of the foundation in question,is,are,are,is,The consultants of the foundation in question are responsible for the decision.,1,1,4,4,6,7
agr_0124,124,of_in_question,be_present,consultant,consultants,foundation,foundations,PP,plural,plural,The consultants of the foundations in question,is,are,are,is,The consultants of the foundations in question are responsible for the decision.,1,1,4,4,6,7
agr_0125,125,of_in_question,be_present,instructor,instructors,forum,forums,SS,singular,singular,The instructor of the forum in question,is,are,is,are,The instructor of the forum in question is responsible for the decision.,1,1,4,4,6,7
agr_0125,125,of_in_question,be_present,instructor,instructors,forum,forums,SP,singular,plural,The instructor of the forums in question,is,are,is,are,The instructor of the forums in question is responsible for the decision.,1,1,4,4,6,7
agr_0125,125,of_in_question,be_present,instructor,instructors,forum,forums,PS,plural,singular,The instructors of the forum in question,is,are,are,is,The instructors of the forum in question are responsible for the decision.,1,1,4,4,6,7
agr_0125,125,of_in_question,be_present,instructor,instructors,forum,forums,PP,plural,plural,The instructors of the forums in question,is,are,are,is,The instructors of the forums in question are responsible for the decision.,1,1,4,4,6,7
agr_0126,126,of_in_question,be_present,trainer,trainers,centre,centres,SS,singular,singular,The trainer of the centre in question,is,are,is,are,The trainer of the centre in question is responsible for the decision.,1,1,4,4,6,7
agr_0126,126,of_in_question,be_present,trainer,trainers,centre,centres,SP,singular,plural,The trainer of the centres in question,is,are,is,are,The trainer of the centres in question is responsible for the decision.,1,1,4,4,6,7
agr_0126,126,of_in_question,be_present,trainer,trainers,centre,centres,PS,plural,singular,The trainers of the centre in question,is,are,are,is,The trainers of the centre in question are responsible for the decision.,1,1,4,4,6,7
agr_0126,126,of_in_question,be_present,trainer,trainers,centre,centres,PP,plural,plural,The trainers of the centres in question,is,are,are,is,The trainers of the centres in question are responsible for the decision.,1,1,4,4,6,7
agr_0127,127,of_in_question,be_present,employee,employees,committee,committees,SS,singular,singular,The employee of the committee in question,is,are,is,are,The employee of the committee in question is responsible for the decision.,1,1,4,4,6,7
agr_0127,127,of_in_question,be_present,employee,employees,committee,committees,SP,singular,plural,The employee of the committees in question,is,are,is,are,The employee of the committees in question is responsible for the decision.,1,1,4,4,6,7
agr_0127,127,of_in_question,be_present,employee,employees,committee,committees,PS,plural,singular,The employees of the committee in question,is,are,are,is,The employees of the committee in question are responsible for the decision.,1,1,4,4,6,7
